ts_ns,freq_khz
1765055715872164382,2000020
1765055715892420084,1994309
1765055715912701052,1999979
1765055715932926992,1999979
1765055715953167630,2000020
1765055715973381137,2000040
1765055715993625930,1999979
1765055716013918551,1994962
1765055716034140649,2000000
1765055716054357082,2000000
1765055716074565923,1999959
1765055716094785930,2000000
1765055716115056651,2000000
1765055716135292415,2000000
1765055716155519503,2000000
1765055716175761194,2000000
1765055716195964782,2000000
1765055716216194856,1999979
1765055716236404671,2000000
1765055716256637878,1999979
1765055716276873469,2000000
1765055716297106487,2000020
1765055716317347328,2000000
1765055716337570436,2000000
1765055716357768901,2000000
1765055716377960214,2000000
