ts_ns,freq_khz
1765055605367436274,2000000
1765055605387627085,2000000
1765055605407789099,2000000
1765055605427877267,2000000
1765055605447949391,2000020
1765055605468078720,2000000
1765055605488200214,1999979
1765055605508363261,1999979
