ts_ns,freq_khz
1765055610693008480,1999959
1765055610713211571,2000000
1765055610733377514,2000020
1765055610753482650,1989179
1765055610773620019,2000020
1765055610793704914,1876517
1765055610813822275,2000000
1765055610833942878,2000000
