run_id,mean,median,std,min,max,p10,p90,p99,skew,kurtosis,count,probe,model_tag,quant,ctx,npredict,decoding,temp,repeat_idx,prompt_label,prompt
20251205T215453Z-artemisia-v2a6-btb-tinyllama_1p1b-q4_0-c512-n512-g-seed42-r007,1494.5453333333332,1440.0,254.25255984489246,1348,7704,1366.0,1606.0,1950.0,18.38601251920526,434.6500530600092,1500,btb,tinyllama_1p1b,q4_0,512,512,greedy,0.0,7,nl,"You are a creative writer.
Compose a narrative paragraph describing a sunrise over the ocean, focusing on imagery and sensory details without using lists or code."
20251205T215453Z-artemisia-v2a6-btb-tinyllama_1p1b-q4_0-c512-n512-g-seed42-r008,1572.1573333333333,1538.0,344.7069883995051,1350,11920,1370.0,1932.0,2182.02,18.332746292428734,539.6794351069652,1500,btb,tinyllama_1p1b,q4_0,512,512,greedy,0.0,8,nl,"You are a creative writer.
Compose a narrative paragraph describing a sunrise over the ocean, focusing on imagery and sensory details without using lists or code."
20251205T215454Z-artemisia-v2a6-btb-tinyllama_1p1b-q4_0-c512-n512-g-seed42-r009,1483.396,1432.0,236.53641615639668,1348,9302,1358.0,1604.0,1946.06,24.276478253770655,794.3504628122186,1500,btb,tinyllama_1p1b,q4_0,512,512,greedy,0.0,9,nl,"You are a creative writer.
Compose a narrative paragraph describing a sunrise over the ocean, focusing on imagery and sensory details without using lists or code."
20251205T215454Z-artemisia-v2a6-btb-tinyllama_1p1b-q4_0-c512-n512-g-seed42-r010,1889.224,1856.0,281.1569549430979,1380,10964,1707.6,2102.0,2256.02,22.497902074431142,721.7719344798686,1500,btb,tinyllama_1p1b,q4_0,512,512,greedy,0.0,10,nl,"You are a creative writer.
Compose a narrative paragraph describing a sunrise over the ocean, focusing on imagery and sensory details without using lists or code."
20251205T215454Z-artemisia-v2a6-btb-tinyllama_1p1b-q4_0-c512-n512-g-seed42-r011,1472.3573333333334,1426.0,213.9861281054682,1348,8558,1356.0,1592.0,1764.12,24.338299570333447,799.8457150300635,1500,btb,tinyllama_1p1b,q4_0,512,512,greedy,0.0,11,nl,"You are a creative writer.
Compose a narrative paragraph describing a sunrise over the ocean, focusing on imagery and sensory details without using lists or code."
20251205T215455Z-artemisia-v2a6-btb-tinyllama_1p1b-q4_0-c512-n512-g-seed42-r012,1489.2986666666666,1524.0,238.30199612913086,1350,9476,1356.0,1600.2000000000003,1876.1399999999999,25.21239007399893,839.5280976718548,1500,btb,tinyllama_1p1b,q4_0,512,512,greedy,0.0,12,nl,"You are a creative writer.
Compose a narrative paragraph describing a sunrise over the ocean, focusing on imagery and sensory details without using lists or code."
20251205T215455Z-artemisia-v2a6-btb-tinyllama_1p1b-q4_0-c512-n512-g-seed42-r013,1491.3133333333333,1472.0,203.7017413323626,1348,7920,1360.0,1594.0,1880.7799999999993,21.150761036125804,659.7915938145512,1500,btb,tinyllama_1p1b,q4_0,512,512,greedy,0.0,13,nl,"You are a creative writer.
Compose a narrative paragraph describing a sunrise over the ocean, focusing on imagery and sensory details without using lists or code."
20251205T215455Z-artemisia-v2a6-btb-tinyllama_1p1b-q4_0-c512-n512-g-seed42-r014,1480.6066666666666,1404.0,266.5871622921005,1350,10848,1370.0,1602.0,1766.04,29.010600488014195,1014.7904768239529,1500,btb,tinyllama_1p1b,q4_0,512,512,greedy,0.0,14,nl,"You are a creative writer.
Compose a narrative paragraph describing a sunrise over the ocean, focusing on imagery and sensory details without using lists or code."
20251205T215455Z-artemisia-v2a6-btb-tinyllama_1p1b-q4_0-c512-n512-g-seed42-r015,1511.5426666666667,1477.0,312.19341333716426,1350,10618,1360.0,1626.0,1994.1399999999999,21.414113131030525,572.411444027192,1500,btb,tinyllama_1p1b,q4_0,512,512,greedy,0.0,15,nl,"You are a creative writer.
Compose a narrative paragraph describing a sunrise over the ocean, focusing on imagery and sensory details without using lists or code."
20251205T215456Z-artemisia-v2a6-btb-tinyllama_1p1b-q4_0-c512-n512-g-seed42-r016,1467.3786666666667,1396.0,117.7205477524249,1348,2134,1356.0,1608.0,1782.06,0.9775366447535968,0.7105928090657416,1500,btb,tinyllama_1p1b,q4_0,512,512,greedy,0.0,16,nl,"You are a creative writer.
Compose a narrative paragraph describing a sunrise over the ocean, focusing on imagery and sensory details without using lists or code."
20251205T215456Z-artemisia-v2a6-btb-tinyllama_1p1b-q4_0-c512-n512-g-seed42-r017,1467.704,1402.0,224.21609432711017,1346,8938,1356.0,1586.0,1752.1,24.919467808279663,820.5129707660262,1500,btb,tinyllama_1p1b,q4_0,512,512,greedy,0.0,17,nl,"You are a creative writer.
Compose a narrative paragraph describing a sunrise over the ocean, focusing on imagery and sensory details without using lists or code."
20251205T215456Z-artemisia-v2a6-btb-tinyllama_1p1b-q4_0-c512-n512-g-seed42-r018,1497.4186666666667,1460.0,340.62107567846283,1346,13820,1366.0,1624.0,1832.02,31.625575639873354,1140.4871320167333,1500,btb,tinyllama_1p1b,q4_0,512,512,greedy,0.0,18,nl,"You are a creative writer.
Compose a narrative paragraph describing a sunrise over the ocean, focusing on imagery and sensory details without using lists or code."
20251205T215457Z-artemisia-v2a6-btb-tinyllama_1p1b-q4_0-c512-n512-g-seed42-r019,1493.088,1526.0,275.6968106639493,1348,10016,1358.0,1602.0,1908.02,22.546331293330397,651.6088067174006,1500,btb,tinyllama_1p1b,q4_0,512,512,greedy,0.0,19,nl,"You are a creative writer.
Compose a narrative paragraph describing a sunrise over the ocean, focusing on imagery and sensory details without using lists or code."
20251205T215457Z-artemisia-v2a6-btb-tinyllama_1p1b-q4_0-c512-n512-g-seed42-r020,1495.444,1544.0,253.15926727471665,1346,7740,1352.0,1594.0,1808.1799999999998,18.611619855654485,445.30654498947194,1500,btb,tinyllama_1p1b,q4_0,512,512,greedy,0.0,20,nl,"You are a creative writer.
Compose a narrative paragraph describing a sunrise over the ocean, focusing on imagery and sensory details without using lists or code."
20251205T215457Z-artemisia-v2a6-btb-tinyllama_1p1b-q4_0-c512-n512-g-seed42-r021,1980.7026666666666,1968.0,190.68550084640484,1738,8586,1880.0,2080.0,2228.0,27.849341793415974,958.5812154515272,1500,btb,tinyllama_1p1b,q4_0,512,512,greedy,0.0,21,nl,"You are a creative writer.
Compose a narrative paragraph describing a sunrise over the ocean, focusing on imagery and sensory details without using lists or code."
20251205T215457Z-artemisia-v2a6-btb-tinyllama_1p1b-q4_0-c512-n512-g-seed42-r022,1491.3933333333334,1446.0,352.27028475954666,1346,13328,1356.0,1602.0,1910.02,27.354393142777784,877.0933482251825,1500,btb,tinyllama_1p1b,q4_0,512,512,greedy,0.0,22,nl,"You are a creative writer.
Compose a narrative paragraph describing a sunrise over the ocean, focusing on imagery and sensory details without using lists or code."
20251205T215458Z-artemisia-v2a6-btb-tinyllama_1p1b-q4_0-c512-n512-g-seed42-r023,1484.984,1436.0,227.5971119637714,1346,8974,1356.0,1600.0,1904.02,23.90890694872527,779.9328869240908,1500,btb,tinyllama_1p1b,q4_0,512,512,greedy,0.0,23,nl,"You are a creative writer.
Compose a narrative paragraph describing a sunrise over the ocean, focusing on imagery and sensory details without using lists or code."
20251205T215458Z-artemisia-v2a6-btb-tinyllama_1p1b-q4_0-c512-n512-g-seed42-r024,1481.0506666666668,1410.0,241.7603665121719,1350,7458,1358.0,1592.0,1928.02,18.108669930525583,427.15756274565285,1500,btb,tinyllama_1p1b,q4_0,512,512,greedy,0.0,24,nl,"You are a creative writer.
Compose a narrative paragraph describing a sunrise over the ocean, focusing on imagery and sensory details without using lists or code."
20251205T215458Z-artemisia-v2a6-btb-tinyllama_1p1b-q4_0-c512-n512-g-seed42-r025,1491.964,1523.0,228.20741542210172,1348,8560,1356.0,1598.4000000000005,2024.08,20.194364179836114,612.4284486191996,1500,btb,tinyllama_1p1b,q4_0,512,512,greedy,0.0,25,nl,"You are a creative writer.
Compose a narrative paragraph describing a sunrise over the ocean, focusing on imagery and sensory details without using lists or code."
20251205T215458Z-artemisia-v2a6-btb-tinyllama_1p1b-q4_0-c512-n512-g-seed42-r026,1494.768,1468.0,210.99470139953547,1346,7978,1365.8,1610.0,1978.1599999999999,19.621709866114937,592.8179691858076,1500,btb,tinyllama_1p1b,q4_0,512,512,greedy,0.0,26,nl,"You are a creative writer.
Compose a narrative paragraph describing a sunrise over the ocean, focusing on imagery and sensory details without using lists or code."
20251205T215459Z-artemisia-v2a6-btb-tinyllama_1p1b-q4_0-c512-n512-g-seed42-r027,1485.8986666666667,1438.0,183.47442230635136,1350,6692,1358.0,1610.0,1942.0,15.637374788133977,431.0021722644392,1500,btb,tinyllama_1p1b,q4_0,512,512,greedy,0.0,27,nl,"You are a creative writer.
Compose a narrative paragraph describing a sunrise over the ocean, focusing on imagery and sensory details without using lists or code."
20251205T215459Z-artemisia-v2a6-btb-tinyllama_1p1b-q4_0-c512-n512-g-seed42-r028,1462.7893333333334,1396.0,115.99280368436635,1346,1958,1356.0,1594.0,1802.04,1.0660443615779462,0.9347838733274916,1500,btb,tinyllama_1p1b,q4_0,512,512,greedy,0.0,28,nl,"You are a creative writer.
Compose a narrative paragraph describing a sunrise over the ocean, focusing on imagery and sensory details without using lists or code."
20251205T215459Z-artemisia-v2a6-btb-tinyllama_1p1b-q4_0-c512-n512-g-seed42-r029,1497.912,1474.0,243.32730845926076,1348,9528,1360.0,1612.0,1942.6599999999994,24.117566884529992,789.1444644332852,1500,btb,tinyllama_1p1b,q4_0,512,512,greedy,0.0,29,nl,"You are a creative writer.
Compose a narrative paragraph describing a sunrise over the ocean, focusing on imagery and sensory details without using lists or code."
20251205T215500Z-artemisia-v2a6-btb-tinyllama_1p1b-q4_0-c512-n512-g-seed42-r030,1503.136,1440.0,1020.5059557761135,1348,40720,1356.0,1594.2000000000003,1938.04,37.87263951737024,1452.8531031614034,1500,btb,tinyllama_1p1b,q4_0,512,512,greedy,0.0,30,nl,"You are a creative writer.
Compose a narrative paragraph describing a sunrise over the ocean, focusing on imagery and sensory details without using lists or code."
20251205T215500Z-artemisia-v2a6-btb-tinyllama_1p1b-q4_0-c512-n512-g-seed42-r031,1483.816,1432.0,228.6527721330666,1348,8912,1356.0,1610.0,1928.1,23.04435871972827,740.9859385107671,1500,btb,tinyllama_1p1b,q4_0,512,512,greedy,0.0,31,nl,"You are a creative writer.
Compose a narrative paragraph describing a sunrise over the ocean, focusing on imagery and sensory details without using lists or code."
20251205T215500Z-artemisia-v2a6-btb-tinyllama_1p1b-q4_0-c512-n512-g-seed42-r032,1494.0013333333334,1433.0,267.8173334213879,1348,8124,1358.0,1612.0,1980.2199999999998,18.066003323077442,424.36052620458815,1500,btb,tinyllama_1p1b,q4_0,512,512,greedy,0.0,32,nl,"You are a creative writer.
Compose a narrative paragraph describing a sunrise over the ocean, focusing on imagery and sensory details without using lists or code."
20251205T215501Z-artemisia-v2a6-btb-tinyllama_1p1b-q4_0-c512-n512-g-seed42-r033,1501.5106666666666,1528.0,320.61225288088076,1348,10186,1356.0,1612.0,1896.12,21.83547158712363,556.4077231473813,1500,btb,tinyllama_1p1b,q4_0,512,512,greedy,0.0,33,nl,"You are a creative writer.
Compose a narrative paragraph describing a sunrise over the ocean, focusing on imagery and sensory details without using lists or code."
20251205T215501Z-artemisia-v2a6-btb-tinyllama_1p1b-q4_0-c512-n512-g-seed42-r034,1467.276,1402.0,252.10943775088774,1346,10336,1356.0,1586.0,1740.12,29.08960253962259,1019.384491219307,1500,btb,tinyllama_1p1b,q4_0,512,512,greedy,0.0,34,nl,"You are a creative writer.
Compose a narrative paragraph describing a sunrise over the ocean, focusing on imagery and sensory details without using lists or code."
20251205T215501Z-artemisia-v2a6-btb-tinyllama_1p1b-q4_0-c512-n512-g-seed42-r035,1463.208,1400.0,113.13372130034213,1348,2092,1356.0,1588.0,1838.08,1.1505516545971644,2.0747169927873266,1500,btb,tinyllama_1p1b,q4_0,512,512,greedy,0.0,35,nl,"You are a creative writer.
Compose a narrative paragraph describing a sunrise over the ocean, focusing on imagery and sensory details without using lists or code."
20251205T215501Z-artemisia-v2a6-btb-tinyllama_1p1b-q4_0-c512-n512-g-seed42-r036,1476.8266666666666,1434.0,240.1280386353251,1348,9836,1358.0,1588.0,1742.04,28.189389945174955,977.419715436877,1500,btb,tinyllama_1p1b,q4_0,512,512,greedy,0.0,36,nl,"You are a creative writer.
Compose a narrative paragraph describing a sunrise over the ocean, focusing on imagery and sensory details without using lists or code."
20251205T215502Z-artemisia-v2a6-btb-tinyllama_1p1b-q4_0-c512-n512-g-seed42-r037,1483.9853333333333,1455.0,248.60219190124002,1348,10018,1356.0,1592.0,1790.04,27.06595789113687,924.1857427547493,1500,btb,tinyllama_1p1b,q4_0,512,512,greedy,0.0,37,nl,"You are a creative writer.
Compose a narrative paragraph describing a sunrise over the ocean, focusing on imagery and sensory details without using lists or code."
20251205T215502Z-artemisia-v2a6-btb-tinyllama_1p1b-q4_0-c512-n512-g-seed42-r038,1466.1213333333333,1398.0,229.23267006014652,1346,9220,1356.0,1588.0,1756.06,25.918427475864807,871.095104564207,1500,btb,tinyllama_1p1b,q4_0,512,512,greedy,0.0,38,nl,"You are a creative writer.
Compose a narrative paragraph describing a sunrise over the ocean, focusing on imagery and sensory details without using lists or code."
20251205T215502Z-artemisia-v2a6-btb-tinyllama_1p1b-q4_0-c512-n512-g-seed42-r039,1478.648,1426.0,197.64774520205282,1348,7514,1356.0,1590.0,1926.0,19.254522375046857,578.127644246425,1500,btb,tinyllama_1p1b,q4_0,512,512,greedy,0.0,39,nl,"You are a creative writer.
Compose a narrative paragraph describing a sunrise over the ocean, focusing on imagery and sensory details without using lists or code."
20251205T215503Z-artemisia-v2a6-btb-tinyllama_1p1b-q4_0-c512-n512-g-seed42-r040,1488.8853333333334,1520.0,360.385628717091,1348,11410,1356.0,1588.0,1842.4999999999995,20.88206310762892,500.98725078521386,1500,btb,tinyllama_1p1b,q4_0,512,512,greedy,0.0,40,nl,"You are a creative writer.
Compose a narrative paragraph describing a sunrise over the ocean, focusing on imagery and sensory details without using lists or code."
20251205T221047Z-artemisia-v2a6-cache-tinyllama_1p1b-q4_0-c128-n64-g-seed42-r001,23695.712,23640.0,1278.8139193863503,22224,65782,23586.0,23716.0,28378.339999999997,24.778441725212684,784.9117902988249,1500,cache,tinyllama_1p1b,q4_0,128,64,greedy,0.0,1,custom,The quick brown fox jumps over the lazy dog.
20251205T221048Z-artemisia-v2a6-cache-tinyllama_1p1b-q4_0-c128-n64-g-seed42-r002,23767.162666666667,23724.0,736.1813831469464,22494,32202,23596.0,23802.2,28641.679999999997,7.181673315460848,61.294518652990334,1500,cache,tinyllama_1p1b,q4_0,128,64,greedy,0.0,2,custom,The quick brown fox jumps over the lazy dog.
20251205T221048Z-artemisia-v2a6-cache-tinyllama_1p1b-q4_0-c128-n64-g-seed42-r003,25209.636,23652.0,58994.27114031004,22500,2308330,23588.0,23720.0,27863.939999999995,38.68120382703171,1494.4897739593557,1500,cache,tinyllama_1p1b,q4_0,128,64,greedy,0.0,3,custom,The quick brown fox jumps over the lazy dog.
20251205T221048Z-artemisia-v2a6-cache-tinyllama_1p1b-q4_0-c128-n64-g-seed42-r004,23645.974666666665,23622.0,651.3192785108758,22362,31210,23586.0,23660.0,28145.979999999996,7.115052761297525,63.96358364810875,1500,cache,tinyllama_1p1b,q4_0,128,64,greedy,0.0,4,custom,The quick brown fox jumps over the lazy dog.
20251205T221049Z-artemisia-v2a6-cache-tinyllama_1p1b-q4_0-c128-n64-g-seed42-r005,23654.674666666666,23622.0,670.6629207933789,22432,33560,23584.0,23660.0,28090.699999999997,7.502975058614961,74.0871596289755,1500,cache,tinyllama_1p1b,q4_0,128,64,greedy,0.0,5,custom,The quick brown fox jumps over the lazy dog.
20251205T221049Z-artemisia-v2a6-cache-tinyllama_1p1b-q4_0-c128-n64-g-seed42-r006,23723.532,23622.0,1457.442457178553,22534,65188,23586.0,23660.0,29283.3,19.59370067526496,493.5897826285765,1500,cache,tinyllama_1p1b,q4_0,128,64,greedy,0.0,6,custom,The quick brown fox jumps over the lazy dog.
20251205T221049Z-artemisia-v2a6-cache-tinyllama_1p1b-q4_0-c128-n64-g-seed42-r007,23640.712,23622.0,612.3971248694472,22392,30914,23584.0,23660.0,27184.939999999995,6.736848943168017,61.68149250372734,1500,cache,tinyllama_1p1b,q4_0,128,64,greedy,0.0,7,custom,The quick brown fox jumps over the lazy dog.
20251205T221050Z-artemisia-v2a6-cache-tinyllama_1p1b-q4_0-c128-n64-g-seed42-r008,23712.469333333334,23688.0,635.318277665228,22416,29978,23614.0,23728.0,28027.26,6.431921267422955,53.70005202448678,1500,cache,tinyllama_1p1b,q4_0,128,64,greedy,0.0,8,custom,The quick brown fox jumps over the lazy dog.
20251205T221050Z-artemisia-v2a6-cache-tinyllama_1p1b-q4_0-c128-n64-g-seed42-r009,23674.750666666667,23622.0,1352.2153963594915,22328,69538,23586.0,23660.0,26543.079999999998,26.88675088792957,884.5400328600668,1500,cache,tinyllama_1p1b,q4_0,128,64,greedy,0.0,9,custom,The quick brown fox jumps over the lazy dog.
20251205T221050Z-artemisia-v2a6-cache-tinyllama_1p1b-q4_0-c128-n64-g-seed42-r010,23698.252,23630.0,710.360543595479,23582,41016,23590.0,23662.0,27855.1,14.374873323128204,272.29198586284207,1500,cache,tinyllama_1p1b,q4_0,128,64,greedy,0.0,10,custom,The quick brown fox jumps over the lazy dog.
20251205T221051Z-artemisia-v2a6-cache-tinyllama_1p1b-q4_0-c128-n64-g-seed42-r011,23741.04533333333,23646.0,1203.459339099358,23578,57640,23591.8,23714.0,27756.8,21.01513952206116,525.1426694798374,1500,cache,tinyllama_1p1b,q4_0,128,64,greedy,0.0,11,custom,The quick brown fox jumps over the lazy dog.
20251205T221051Z-artemisia-v2a6-cache-tinyllama_1p1b-q4_0-c128-n64-g-seed42-r012,23710.390666666666,23624.0,965.3640856821007,23576,51478,23590.0,23658.0,28596.22,18.889597711421942,476.19042106748486,1500,cache,tinyllama_1p1b,q4_0,128,64,greedy,0.0,12,custom,The quick brown fox jumps over the lazy dog.
20251205T221051Z-artemisia-v2a6-cache-tinyllama_1p1b-q4_0-c128-n64-g-seed42-r013,23778.252,23660.0,658.4261323873305,23562,34644,23594.0,23838.0,27881.14,10.132111719285554,113.79562143258876,1500,cache,tinyllama_1p1b,q4_0,128,64,greedy,0.0,13,custom,The quick brown fox jumps over the lazy dog.
20251205T221052Z-artemisia-v2a6-cache-tinyllama_1p1b-q4_0-c128-n64-g-seed42-r014,23698.265333333333,23630.0,631.2442188044739,23578,32122,23590.0,23660.2,28501.26,9.056051684265503,83.32394419876381,1500,cache,tinyllama_1p1b,q4_0,128,64,greedy,0.0,14,custom,The quick brown fox jumps over the lazy dog.
20251205T221052Z-artemisia-v2a6-cache-tinyllama_1p1b-q4_0-c128-n64-g-seed42-r015,23680.348,23624.0,570.7765845778312,23576,32178,23590.0,23658.0,24047.07999999997,10.612436573330632,116.60770949681726,1500,cache,tinyllama_1p1b,q4_0,128,64,greedy,0.0,15,custom,The quick brown fox jumps over the lazy dog.
20251205T221052Z-artemisia-v2a6-cache-tinyllama_1p1b-q4_0-c128-n64-g-seed42-r016,23689.1,23626.0,563.1396198880503,23580,30358,23590.0,23660.0,27889.239999999998,9.123058894660327,83.71775887203002,1500,cache,tinyllama_1p1b,q4_0,128,64,greedy,0.0,16,custom,The quick brown fox jumps over the lazy dog.
20251205T221053Z-artemisia-v2a6-cache-tinyllama_1p1b-q4_0-c128-n64-g-seed42-r017,23691.612,23625.0,580.5304573094413,23576,29798,23590.0,23658.0,28079.78,8.615425551145734,73.34073696348463,1500,cache,tinyllama_1p1b,q4_0,128,64,greedy,0.0,17,custom,The quick brown fox jumps over the lazy dog.
20251205T221053Z-artemisia-v2a6-cache-tinyllama_1p1b-q4_0-c128-n64-g-seed42-r018,23690.525333333335,23625.0,602.8240643780606,23578,30508,23590.0,23658.0,27668.239999999998,9.336758667245672,87.45564377794443,1500,cache,tinyllama_1p1b,q4_0,128,64,greedy,0.0,18,custom,The quick brown fox jumps over the lazy dog.
20251205T221053Z-artemisia-v2a6-cache-tinyllama_1p1b-q4_0-c128-n64-g-seed42-r019,23759.88266666667,23694.0,567.2493861994488,23648,30334,23658.0,23728.0,28286.239999999998,8.674233362125388,74.9733157548827,1500,cache,tinyllama_1p1b,q4_0,128,64,greedy,0.0,19,custom,The quick brown fox jumps over the lazy dog.
20251205T221054Z-artemisia-v2a6-cache-tinyllama_1p1b-q4_0-c128-n64-g-seed42-r020,23768.606666666667,23694.0,721.8530394033719,23650,41204,23658.0,23728.0,28590.14,13.684248627605218,255.0974368038411,1500,cache,tinyllama_1p1b,q4_0,128,64,greedy,0.0,20,custom,The quick brown fox jumps over the lazy dog.
20251205T221054Z-artemisia-v2a6-cache-tinyllama_1p1b-q4_0-c128-n64-g-seed42-r021,23694.017333333333,23624.0,671.1334172443287,23578,38104,23590.0,23658.0,28322.52,12.536822087341678,195.7580686704159,1500,cache,tinyllama_1p1b,q4_0,128,64,greedy,0.0,21,custom,The quick brown fox jumps over the lazy dog.
20251205T221054Z-artemisia-v2a6-cache-tinyllama_1p1b-q4_0-c128-n64-g-seed42-r022,23689.272,23626.0,579.0901359947378,23578,31540,23590.0,23658.0,28174.16,9.20007721010196,86.76319603832498,1500,cache,tinyllama_1p1b,q4_0,128,64,greedy,0.0,22,custom,The quick brown fox jumps over the lazy dog.
20251205T221055Z-artemisia-v2a6-cache-tinyllama_1p1b-q4_0-c128-n64-g-seed42-r023,23718.574666666667,23626.0,717.1178716125264,23576,31314,23590.0,23658.0,28598.559999999998,7.8076231889112,61.39910000921935,1500,cache,tinyllama_1p1b,q4_0,128,64,greedy,0.0,23,custom,The quick brown fox jumps over the lazy dog.
20251205T221055Z-artemisia-v2a6-cache-tinyllama_1p1b-q4_0-c128-n64-g-seed42-r024,23691.02666666667,23626.0,619.0145059646168,23580,31560,23590.0,23658.2,28507.0,9.47391466299014,89.95958591562696,1500,cache,tinyllama_1p1b,q4_0,128,64,greedy,0.0,24,custom,The quick brown fox jumps over the lazy dog.
20251205T221055Z-artemisia-v2a6-cache-tinyllama_1p1b-q4_0-c128-n64-g-seed42-r025,23717.489333333335,23672.0,487.6605880312331,23624,30720,23636.0,23706.0,23838.3,10.652450720690638,115.86298330100671,1500,cache,tinyllama_1p1b,q4_0,128,64,greedy,0.0,25,custom,The quick brown fox jumps over the lazy dog.
20251205T221056Z-artemisia-v2a6-cache-tinyllama_1p1b-q4_0-c128-n64-g-seed42-r026,23786.901333333335,23740.0,627.3950493616683,23580,33124,23604.0,23800.0,27605.579999999994,10.090534931498015,108.20464835709593,1500,cache,tinyllama_1p1b,q4_0,128,64,greedy,0.0,26,custom,The quick brown fox jumps over the lazy dog.
20251205T221056Z-artemisia-v2a6-cache-tinyllama_1p1b-q4_0-c128-n64-g-seed42-r027,23731.18,23670.0,585.663000111668,23622,32960,23636.0,23704.0,27861.3,10.256508298804098,110.86051029740828,1500,cache,tinyllama_1p1b,q4_0,128,64,greedy,0.0,27,custom,The quick brown fox jumps over the lazy dog.
20251205T221057Z-artemisia-v2a6-cache-tinyllama_1p1b-q4_0-c128-n64-g-seed42-r028,23806.470666666668,23740.0,595.9569539266339,23694,31518,23704.0,23774.0,28260.14,9.2667822073743,86.89493569561975,1500,cache,tinyllama_1p1b,q4_0,128,64,greedy,0.0,28,custom,The quick brown fox jumps over the lazy dog.
20251205T221057Z-artemisia-v2a6-cache-tinyllama_1p1b-q4_0-c128-n64-g-seed42-r029,23694.421333333332,23626.0,650.9010851324798,23576,32586,23590.0,23658.0,28692.62,9.631704980011866,94.72787651488329,1500,cache,tinyllama_1p1b,q4_0,128,64,greedy,0.0,29,custom,The quick brown fox jumps over the lazy dog.
20251205T221057Z-artemisia-v2a6-cache-tinyllama_1p1b-q4_0-c128-n64-g-seed42-r030,23651.510666666665,23622.0,685.7174720834881,22352,31260,23584.0,23660.0,28505.239999999998,6.720819156377593,56.94630268351276,1500,cache,tinyllama_1p1b,q4_0,128,64,greedy,0.0,30,custom,The quick brown fox jumps over the lazy dog.
20251205T221058Z-artemisia-v2a6-cache-tinyllama_1p1b-q4_0-c128-n64-g-seed42-r031,23657.768,23622.0,626.4598413289274,22556,31384,23586.0,23660.0,27488.299999999996,7.680497411548179,71.05367818862976,1500,cache,tinyllama_1p1b,q4_0,128,64,greedy,0.0,31,custom,The quick brown fox jumps over the lazy dog.
20251205T221058Z-artemisia-v2a6-cache-tinyllama_1p1b-q4_0-c128-n64-g-seed42-r032,23651.746666666666,23621.0,676.5721432822957,22472,30926,23586.0,23660.0,26735.79999999999,7.603293674509273,69.6946877643661,1500,cache,tinyllama_1p1b,q4_0,128,64,greedy,0.0,32,custom,The quick brown fox jumps over the lazy dog.
20251205T221058Z-artemisia-v2a6-cache-tinyllama_1p1b-q4_0-c128-n64-g-seed42-r033,23776.933333333334,23624.0,3836.2056030025133,22366,143632,23586.0,23660.0,28100.06,27.44205375987807,788.2962605733683,1500,cache,tinyllama_1p1b,q4_0,128,64,greedy,0.0,33,custom,The quick brown fox jumps over the lazy dog.
20251205T221059Z-artemisia-v2a6-cache-tinyllama_1p1b-q4_0-c128-n64-g-seed42-r034,23645.98,23622.0,644.8808151722181,22344,31500,23586.0,23660.0,26943.659999999993,7.150287957680259,67.07177286168223,1500,cache,tinyllama_1p1b,q4_0,128,64,greedy,0.0,34,custom,The quick brown fox jumps over the lazy dog.
20251205T221059Z-artemisia-v2a6-cache-tinyllama_1p1b-q4_0-c128-n64-g-seed42-r035,23648.176,23622.0,646.8283834700222,22434,31228,23584.0,23660.0,27770.559999999998,7.0357907990858,63.00957654134881,1500,cache,tinyllama_1p1b,q4_0,128,64,greedy,0.0,35,custom,The quick brown fox jumps over the lazy dog.
20251205T221059Z-artemisia-v2a6-cache-tinyllama_1p1b-q4_0-c128-n64-g-seed42-r036,23675.048,23622.0,767.2582171671663,22306,32962,23584.0,23660.0,28692.48,6.862447521547063,56.504718370165975,1500,cache,tinyllama_1p1b,q4_0,128,64,greedy,0.0,36,custom,The quick brown fox jumps over the lazy dog.
20251205T221100Z-artemisia-v2a6-cache-tinyllama_1p1b-q4_0-c128-n64-g-seed42-r037,23701.890666666666,23654.0,801.0872790143541,22460,39180,23586.0,23726.0,28530.94,9.337074270307797,124.65373716055659,1500,cache,tinyllama_1p1b,q4_0,128,64,greedy,0.0,37,custom,The quick brown fox jumps over the lazy dog.
20251205T221100Z-artemisia-v2a6-cache-tinyllama_1p1b-q4_0-c128-n64-g-seed42-r038,23665.028,23622.0,739.1572698208543,22472,37078,23586.0,23660.0,27896.059999999998,8.89550524862425,109.6877045466609,1500,cache,tinyllama_1p1b,q4_0,128,64,greedy,0.0,38,custom,The quick brown fox jumps over the lazy dog.
20251205T221100Z-artemisia-v2a6-cache-tinyllama_1p1b-q4_0-c128-n64-g-seed42-r039,23639.221333333335,23622.0,588.6968107338457,22394,30536,23584.0,23660.0,26540.559999999998,7.048482537166322,66.40063570370828,1500,cache,tinyllama_1p1b,q4_0,128,64,greedy,0.0,39,custom,The quick brown fox jumps over the lazy dog.
20251205T221101Z-artemisia-v2a6-cache-tinyllama_1p1b-q4_0-c128-n64-g-seed42-r040,23665.018666666667,23646.0,609.5083745314503,22480,31020,23588.0,23704.0,27564.239999999998,6.857029994861982,61.54617398638702,1500,cache,tinyllama_1p1b,q4_0,128,64,greedy,0.0,40,custom,The quick brown fox jumps over the lazy dog.
20251205T221101Z-artemisia-v2a6-cache-tinyllama_1p1b-q4_0-c512-n64-g-seed42-r001,23665.624,23622.0,744.7216420740361,22440,33918,23586.0,23660.0,28411.359999999997,8.435618131520593,87.75373127612771,1500,cache,tinyllama_1p1b,q4_0,512,64,greedy,0.0,1,custom,The quick brown fox jumps over the lazy dog.
