run_id,mean,median,std,min,max,p10,p90,p99,skew,kurtosis,count,probe,model_tag,quant,ctx,npredict,decoding,temp,repeat_idx,prompt_label,prompt
20251205T215014Z-artemisia-v2a6-btb-tinyllama_1p1b-q4_0-c512-n512-g-seed42-r014,1496.852,1444.0,265.85043363649004,1348,10392,1370.0,1606.0,2022.0,25.17172143677869,834.0780604575604,1500,btb,tinyllama_1p1b,q4_0,512,512,greedy,0.0,14,code,"You are a programming assistant.
Write a Python function with loops and conditionals that computes factorial(n) iteratively, handles edge cases, and includes a docstring.
Return only the function code; no extra commentary."
20251205T215014Z-artemisia-v2a6-btb-tinyllama_1p1b-q4_0-c512-n512-g-seed42-r015,1475.9533333333334,1448.0,106.01370867254168,1346,2040,1360.0,1590.0,1742.02,0.5929196968262499,-0.15722435123884182,1500,btb,tinyllama_1p1b,q4_0,512,512,greedy,0.0,15,code,"You are a programming assistant.
Write a Python function with loops and conditionals that computes factorial(n) iteratively, handles edge cases, and includes a docstring.
Return only the function code; no extra commentary."
20251205T215014Z-artemisia-v2a6-btb-tinyllama_1p1b-q4_0-c512-n512-g-seed42-r016,1461.9173333333333,1394.0,111.9961335143778,1346,2130,1356.0,1590.0,1752.0,1.0186441608007824,1.345375413790026,1500,btb,tinyllama_1p1b,q4_0,512,512,greedy,0.0,16,code,"You are a programming assistant.
Write a Python function with loops and conditionals that computes factorial(n) iteratively, handles edge cases, and includes a docstring.
Return only the function code; no extra commentary."
20251205T215014Z-artemisia-v2a6-btb-tinyllama_1p1b-q4_0-c512-n512-g-seed42-r017,1478.524,1428.0,157.79699200065997,1350,5740,1366.0,1600.0,1806.5599999999995,13.513772236198674,353.4050090773808,1500,btb,tinyllama_1p1b,q4_0,512,512,greedy,0.0,17,code,"You are a programming assistant.
Write a Python function with loops and conditionals that computes factorial(n) iteratively, handles edge cases, and includes a docstring.
Return only the function code; no extra commentary."
20251205T215015Z-artemisia-v2a6-btb-tinyllama_1p1b-q4_0-c512-n512-g-seed42-r018,1984.9773333333333,1970.0,262.45090424238833,1614,8656,1742.0,2214.0,2310.18,10.912871128297637,276.28263727328107,1500,btb,tinyllama_1p1b,q4_0,512,512,greedy,0.0,18,code,"You are a programming assistant.
Write a Python function with loops and conditionals that computes factorial(n) iteratively, handles edge cases, and includes a docstring.
Return only the function code; no extra commentary."
20251205T215015Z-artemisia-v2a6-btb-tinyllama_1p1b-q4_0-c512-n512-g-seed42-r019,1491.4413333333334,1465.0,281.31562620288173,1348,9034,1358.0,1600.0,1884.1799999999998,20.871469269302253,523.9198950157896,1500,btb,tinyllama_1p1b,q4_0,512,512,greedy,0.0,19,code,"You are a programming assistant.
Write a Python function with loops and conditionals that computes factorial(n) iteratively, handles edge cases, and includes a docstring.
Return only the function code; no extra commentary."
20251205T215015Z-artemisia-v2a6-btb-tinyllama_1p1b-q4_0-c512-n512-g-seed42-r020,1490.9386666666667,1436.0,314.6352827412283,1348,11672,1358.0,1596.0,1900.1999999999998,25.02860513091104,765.1068857824464,1500,btb,tinyllama_1p1b,q4_0,512,512,greedy,0.0,20,code,"You are a programming assistant.
Write a Python function with loops and conditionals that computes factorial(n) iteratively, handles edge cases, and includes a docstring.
Return only the function code; no extra commentary."
20251205T215016Z-artemisia-v2a6-btb-tinyllama_1p1b-q4_0-c512-n512-g-seed42-r001,1474.2506666666666,1396.0,177.19763872110272,1346,6504,1356.0,1608.0,1814.0,15.548206084499997,431.1682791051438,1500,btb,tinyllama_1p1b,q4_0,512,512,greedy,0.0,1,nl,"You are a creative writer.
Compose a narrative paragraph describing a sunrise over the ocean, focusing on imagery and sensory details without using lists or code."
20251205T215016Z-artemisia-v2a6-btb-tinyllama_1p1b-q4_0-c512-n512-g-seed42-r002,1495.9653333333333,1433.0,321.4680034618097,1350,12972,1370.0,1618.0,1900.02,30.411044689833126,1081.2919159854005,1500,btb,tinyllama_1p1b,q4_0,512,512,greedy,0.0,2,nl,"You are a creative writer.
Compose a narrative paragraph describing a sunrise over the ocean, focusing on imagery and sensory details without using lists or code."
20251205T215016Z-artemisia-v2a6-btb-tinyllama_1p1b-q4_0-c512-n512-g-seed42-r003,1509.072,1528.0,304.5569450384948,1346,10224,1360.0,1614.0,1940.02,21.388651253188627,561.0743711221452,1500,btb,tinyllama_1p1b,q4_0,512,512,greedy,0.0,3,nl,"You are a creative writer.
Compose a narrative paragraph describing a sunrise over the ocean, focusing on imagery and sensory details without using lists or code."
20251205T215017Z-artemisia-v2a6-btb-tinyllama_1p1b-q4_0-c512-n512-g-seed42-r004,1484.7426666666668,1430.0,333.55040452850517,1348,11920,1357.8,1590.2000000000003,1790.1999999999998,24.75070543791789,716.3342567834967,1500,btb,tinyllama_1p1b,q4_0,512,512,greedy,0.0,4,nl,"You are a creative writer.
Compose a narrative paragraph describing a sunrise over the ocean, focusing on imagery and sensory details without using lists or code."
20251205T215017Z-artemisia-v2a6-btb-tinyllama_1p1b-q4_0-c512-n512-g-seed42-r005,1473.7986666666666,1428.0,221.99814169229498,1350,8832,1356.0,1596.0,1874.1,24.45169847155396,803.0696041389322,1500,btb,tinyllama_1p1b,q4_0,512,512,greedy,0.0,5,nl,"You are a creative writer.
Compose a narrative paragraph describing a sunrise over the ocean, focusing on imagery and sensory details without using lists or code."
20251205T215017Z-artemisia-v2a6-btb-tinyllama_1p1b-q4_0-c512-n512-g-seed42-r006,1478.9746666666667,1448.0,119.50295950216223,1348,2172,1356.0,1590.0,1882.2999999999997,1.1334358401156086,2.286400154432676,1500,btb,tinyllama_1p1b,q4_0,512,512,greedy,0.0,6,nl,"You are a creative writer.
Compose a narrative paragraph describing a sunrise over the ocean, focusing on imagery and sensory details without using lists or code."
20251205T215017Z-artemisia-v2a6-btb-tinyllama_1p1b-q4_0-c512-n512-g-seed42-r007,1486.1466666666668,1475.0,170.6849203950241,1350,6154,1356.0,1610.0,1898.02,13.947095404726937,371.41406413870567,1500,btb,tinyllama_1p1b,q4_0,512,512,greedy,0.0,7,nl,"You are a creative writer.
Compose a narrative paragraph describing a sunrise over the ocean, focusing on imagery and sensory details without using lists or code."
20251205T215018Z-artemisia-v2a6-btb-tinyllama_1p1b-q4_0-c512-n512-g-seed42-r008,1480.54,1426.0,122.36237752793758,1348,2150,1368.0,1600.0,1944.0,1.4739343136950287,3.6860987231224396,1500,btb,tinyllama_1p1b,q4_0,512,512,greedy,0.0,8,nl,"You are a creative writer.
Compose a narrative paragraph describing a sunrise over the ocean, focusing on imagery and sensory details without using lists or code."
20251205T215018Z-artemisia-v2a6-btb-tinyllama_1p1b-q4_0-c512-n512-g-seed42-r009,1477.52,1428.0,230.16932943699442,1348,9284,1357.8,1592.0,1772.2599999999998,26.13625944866586,880.5745793606123,1500,btb,tinyllama_1p1b,q4_0,512,512,greedy,0.0,9,nl,"You are a creative writer.
Compose a narrative paragraph describing a sunrise over the ocean, focusing on imagery and sensory details without using lists or code."
20251205T215018Z-artemisia-v2a6-btb-tinyllama_1p1b-q4_0-c512-n512-g-seed42-r010,1474.2533333333333,1404.0,252.23145513634037,1350,10172,1358.0,1604.2000000000003,1906.08,27.471211171219142,941.1212784271194,1500,btb,tinyllama_1p1b,q4_0,512,512,greedy,0.0,10,nl,"You are a creative writer.
Compose a narrative paragraph describing a sunrise over the ocean, focusing on imagery and sensory details without using lists or code."
20251205T215019Z-artemisia-v2a6-btb-tinyllama_1p1b-q4_0-c512-n512-g-seed42-r011,1482.6613333333332,1409.0,373.33008746643253,1348,13450,1358.0,1596.0,1806.02,25.861876239571085,770.8385220959053,1500,btb,tinyllama_1p1b,q4_0,512,512,greedy,0.0,11,nl,"You are a creative writer.
Compose a narrative paragraph describing a sunrise over the ocean, focusing on imagery and sensory details without using lists or code."
20251205T215019Z-artemisia-v2a6-btb-tinyllama_1p1b-q4_0-c512-n512-g-seed42-r012,1485.132,1440.0,234.00964421377313,1350,9528,1374.0,1596.0,1764.1399999999999,27.142166481313964,928.6597264326257,1500,btb,tinyllama_1p1b,q4_0,512,512,greedy,0.0,12,nl,"You are a creative writer.
Compose a narrative paragraph describing a sunrise over the ocean, focusing on imagery and sensory details without using lists or code."
20251205T215019Z-artemisia-v2a6-btb-tinyllama_1p1b-q4_0-c512-n512-g-seed42-r013,1493.5066666666667,1491.0,251.96737684645893,1348,10134,1360.0,1610.0,1816.5399999999995,26.981948521156774,920.3393446688918,1500,btb,tinyllama_1p1b,q4_0,512,512,greedy,0.0,13,nl,"You are a creative writer.
Compose a narrative paragraph describing a sunrise over the ocean, focusing on imagery and sensory details without using lists or code."
20251205T215019Z-artemisia-v2a6-btb-tinyllama_1p1b-q4_0-c512-n512-g-seed42-r014,1489.1746666666666,1448.0,214.0110635343392,1348,8520,1376.0,1600.0,1824.3799999999997,23.792684847966697,774.9871788257893,1500,btb,tinyllama_1p1b,q4_0,512,512,greedy,0.0,14,nl,"You are a creative writer.
Compose a narrative paragraph describing a sunrise over the ocean, focusing on imagery and sensory details without using lists or code."
20251205T215020Z-artemisia-v2a6-btb-tinyllama_1p1b-q4_0-c512-n512-g-seed42-r015,1493.6293333333333,1492.0,212.65139944208855,1348,8192,1358.0,1598.0,1928.0,21.01812797114347,654.6409368064278,1500,btb,tinyllama_1p1b,q4_0,512,512,greedy,0.0,15,nl,"You are a creative writer.
Compose a narrative paragraph describing a sunrise over the ocean, focusing on imagery and sensory details without using lists or code."
20251205T215020Z-artemisia-v2a6-btb-tinyllama_1p1b-q4_0-c512-n512-g-seed42-r016,1490.756,1456.0,328.515648767285,1344,9900,1356.0,1590.0,1948.06,21.98968973691457,555.3488462449607,1500,btb,tinyllama_1p1b,q4_0,512,512,greedy,0.0,16,nl,"You are a creative writer.
Compose a narrative paragraph describing a sunrise over the ocean, focusing on imagery and sensory details without using lists or code."
20251205T215020Z-artemisia-v2a6-btb-tinyllama_1p1b-q4_0-c512-n512-g-seed42-r017,1477.96,1432.0,294.49691116737495,1348,9802,1356.0,1590.0,1790.02,22.25427326194688,580.8204392612787,1500,btb,tinyllama_1p1b,q4_0,512,512,greedy,0.0,17,nl,"You are a creative writer.
Compose a narrative paragraph describing a sunrise over the ocean, focusing on imagery and sensory details without using lists or code."
20251205T215021Z-artemisia-v2a6-btb-tinyllama_1p1b-q4_0-c512-n512-g-seed42-r018,1503.6493333333333,1534.0,231.0961372444847,1350,9004,1358.0,1614.2000000000003,1936.5799999999995,22.946689981321082,738.1232130212899,1500,btb,tinyllama_1p1b,q4_0,512,512,greedy,0.0,18,nl,"You are a creative writer.
Compose a narrative paragraph describing a sunrise over the ocean, focusing on imagery and sensory details without using lists or code."
20251205T215021Z-artemisia-v2a6-btb-tinyllama_1p1b-q4_0-c512-n512-g-seed42-r019,2010.0813333333333,1958.0,975.9483173459081,1752,38970,1858.0,2132.2000000000003,2374.02,36.428620175701816,1371.2891100625488,1500,btb,tinyllama_1p1b,q4_0,512,512,greedy,0.0,19,nl,"You are a creative writer.
Compose a narrative paragraph describing a sunrise over the ocean, focusing on imagery and sensory details without using lists or code."
20251205T215021Z-artemisia-v2a6-btb-tinyllama_1p1b-q4_0-c512-n512-g-seed42-r020,1476.508,1408.0,112.89086544535238,1348,2120,1374.0,1612.0,1806.02,1.0259867603248194,1.1382497596443892,1500,btb,tinyllama_1p1b,q4_0,512,512,greedy,0.0,20,nl,"You are a creative writer.
Compose a narrative paragraph describing a sunrise over the ocean, focusing on imagery and sensory details without using lists or code."
20251205T215429Z-artemisia-v2a6-btb-tinyllama_1p1b-q4_0-c512-n512-g-seed42-r001,1491.6466666666668,1462.0,245.77819764409617,1350,9788,1364.0,1606.0,1860.06,25.762820728702135,863.9272806840003,1500,btb,tinyllama_1p1b,q4_0,512,512,greedy,0.0,1,math,"You are a precise math assistant.
Solve the problem step by step with numbered equations and final answer.
Problem: Compute the sum S = sum_{k=1}^{100} k^2. Provide derivation using known formulas and the final numeric value."
20251205T215429Z-artemisia-v2a6-btb-tinyllama_1p1b-q4_0-c512-n512-g-seed42-r002,1501.3333333333333,1468.0,242.7468741690299,1352,9666,1378.0,1614.0,1900.5199999999995,25.549465008727545,851.8244385856989,1500,btb,tinyllama_1p1b,q4_0,512,512,greedy,0.0,2,math,"You are a precise math assistant.
Solve the problem step by step with numbered equations and final answer.
Problem: Compute the sum S = sum_{k=1}^{100} k^2. Provide derivation using known formulas and the final numeric value."
20251205T215429Z-artemisia-v2a6-btb-tinyllama_1p1b-q4_0-c512-n512-g-seed42-r003,1470.888,1394.0,281.83767628403064,1346,9238,1356.0,1598.4000000000005,1926.02,20.94443488691654,532.3180084772597,1500,btb,tinyllama_1p1b,q4_0,512,512,greedy,0.0,3,math,"You are a precise math assistant.
Solve the problem step by step with numbered equations and final answer.
Problem: Compute the sum S = sum_{k=1}^{100} k^2. Provide derivation using known formulas and the final numeric value."
20251205T215430Z-artemisia-v2a6-btb-tinyllama_1p1b-q4_0-c512-n512-g-seed42-r004,1500.6213333333333,1431.0,660.9611357915888,1348,26662,1376.0,1614.0,1870.1599999999999,36.81859475469863,1398.920761953071,1500,btb,tinyllama_1p1b,q4_0,512,512,greedy,0.0,4,math,"You are a precise math assistant.
Solve the problem step by step with numbered equations and final answer.
Problem: Compute the sum S = sum_{k=1}^{100} k^2. Provide derivation using known formulas and the final numeric value."
20251205T215430Z-artemisia-v2a6-btb-tinyllama_1p1b-q4_0-c512-n512-g-seed42-r005,1477.26,1433.0,115.13013375509317,1348,2116,1358.0,1600.0,1828.02,0.9301856479859442,1.2110935488051178,1500,btb,tinyllama_1p1b,q4_0,512,512,greedy,0.0,5,math,"You are a precise math assistant.
Solve the problem step by step with numbered equations and final answer.
Problem: Compute the sum S = sum_{k=1}^{100} k^2. Provide derivation using known formulas and the final numeric value."
20251205T215430Z-artemisia-v2a6-btb-tinyllama_1p1b-q4_0-c512-n512-g-seed42-r006,1496.3986666666667,1469.0,194.188119483972,1348,7196,1362.0,1610.0,1944.04,17.148653995213255,493.27442129245514,1500,btb,tinyllama_1p1b,q4_0,512,512,greedy,0.0,6,math,"You are a precise math assistant.
Solve the problem step by step with numbered equations and final answer.
Problem: Compute the sum S = sum_{k=1}^{100} k^2. Provide derivation using known formulas and the final numeric value."
20251205T215431Z-artemisia-v2a6-btb-tinyllama_1p1b-q4_0-c512-n512-g-seed42-r007,1506.4186666666667,1529.0,308.5758817018393,1348,10970,1376.0,1612.0,1852.02,23.369731257388207,662.4456893636726,1500,btb,tinyllama_1p1b,q4_0,512,512,greedy,0.0,7,math,"You are a precise math assistant.
Solve the problem step by step with numbered equations and final answer.
Problem: Compute the sum S = sum_{k=1}^{100} k^2. Provide derivation using known formulas and the final numeric value."
20251205T215431Z-artemisia-v2a6-btb-tinyllama_1p1b-q4_0-c512-n512-g-seed42-r008,1497.6453333333334,1451.0,621.9977172935882,1350,25158,1360.0,1592.0,1832.0,36.73409814935154,1394.716331581032,1500,btb,tinyllama_1p1b,q4_0,512,512,greedy,0.0,8,math,"You are a precise math assistant.
Solve the problem step by step with numbered equations and final answer.
Problem: Compute the sum S = sum_{k=1}^{100} k^2. Provide derivation using known formulas and the final numeric value."
20251205T215431Z-artemisia-v2a6-btb-tinyllama_1p1b-q4_0-c512-n512-g-seed42-r009,1467.6266666666668,1402.0,278.29116275896286,1348,9320,1356.0,1580.0,1738.02,22.73053522397536,594.6832033796976,1500,btb,tinyllama_1p1b,q4_0,512,512,greedy,0.0,9,math,"You are a precise math assistant.
Solve the problem step by step with numbered equations and final answer.
Problem: Compute the sum S = sum_{k=1}^{100} k^2. Provide derivation using known formulas and the final numeric value."
20251205T215431Z-artemisia-v2a6-btb-tinyllama_1p1b-q4_0-c512-n512-g-seed42-r010,1481.5933333333332,1426.0,161.78392580224894,1348,5792,1362.0,1604.0,1846.7799999999993,13.01359129782145,334.6808059523276,1500,btb,tinyllama_1p1b,q4_0,512,512,greedy,0.0,10,math,"You are a precise math assistant.
Solve the problem step by step with numbered equations and final answer.
Problem: Compute the sum S = sum_{k=1}^{100} k^2. Provide derivation using known formulas and the final numeric value."
20251205T215432Z-artemisia-v2a6-btb-tinyllama_1p1b-q4_0-c512-n512-g-seed42-r011,1473.1,1418.0,116.22417723053712,1346,2120,1354.0,1594.2000000000003,1738.1,0.7239413539443491,0.32672281892699084,1500,btb,tinyllama_1p1b,q4_0,512,512,greedy,0.0,11,math,"You are a precise math assistant.
Solve the problem step by step with numbered equations and final answer.
Problem: Compute the sum S = sum_{k=1}^{100} k^2. Provide derivation using known formulas and the final numeric value."
20251205T215432Z-artemisia-v2a6-btb-tinyllama_1p1b-q4_0-c512-n512-g-seed42-r012,1481.2266666666667,1432.0,237.19147079543376,1346,9426,1356.0,1590.0,1868.2999999999997,25.23986078648026,837.7429002102847,1500,btb,tinyllama_1p1b,q4_0,512,512,greedy,0.0,12,math,"You are a precise math assistant.
Solve the problem step by step with numbered equations and final answer.
Problem: Compute the sum S = sum_{k=1}^{100} k^2. Provide derivation using known formulas and the final numeric value."
20251205T215432Z-artemisia-v2a6-btb-tinyllama_1p1b-q4_0-c512-n512-g-seed42-r013,1477.2613333333334,1440.0,113.28992943018267,1348,2026,1356.0,1592.0,1768.04,0.8349671458995757,0.7886124474409808,1500,btb,tinyllama_1p1b,q4_0,512,512,greedy,0.0,13,math,"You are a precise math assistant.
Solve the problem step by step with numbered equations and final answer.
Problem: Compute the sum S = sum_{k=1}^{100} k^2. Provide derivation using known formulas and the final numeric value."
20251205T215433Z-artemisia-v2a6-btb-tinyllama_1p1b-q4_0-c512-n512-g-seed42-r014,1487.8626666666667,1448.0,189.23622284924141,1348,6812,1356.0,1602.2000000000003,1930.3199999999997,15.414190193209047,417.70387148707874,1500,btb,tinyllama_1p1b,q4_0,512,512,greedy,0.0,14,math,"You are a precise math assistant.
Solve the problem step by step with numbered equations and final answer.
Problem: Compute the sum S = sum_{k=1}^{100} k^2. Provide derivation using known formulas and the final numeric value."
20251205T215433Z-artemisia-v2a6-btb-tinyllama_1p1b-q4_0-c512-n512-g-seed42-r015,1470.0533333333333,1434.0,107.17052223495493,1348,2128,1356.0,1586.0,1744.04,0.9023940899772731,1.287114274330337,1500,btb,tinyllama_1p1b,q4_0,512,512,greedy,0.0,15,math,"You are a precise math assistant.
Solve the problem step by step with numbered equations and final answer.
Problem: Compute the sum S = sum_{k=1}^{100} k^2. Provide derivation using known formulas and the final numeric value."
20251205T215433Z-artemisia-v2a6-btb-tinyllama_1p1b-q4_0-c512-n512-g-seed42-r016,1485.7453333333333,1470.0,240.5584822875494,1346,9646,1356.0,1596.0,1794.1799999999998,26.12057820654347,881.1359905652639,1500,btb,tinyllama_1p1b,q4_0,512,512,greedy,0.0,16,math,"You are a precise math assistant.
Solve the problem step by step with numbered equations and final answer.
Problem: Compute the sum S = sum_{k=1}^{100} k^2. Provide derivation using known formulas and the final numeric value."
20251205T215433Z-artemisia-v2a6-btb-tinyllama_1p1b-q4_0-c512-n512-g-seed42-r017,1495.3466666666666,1523.0,134.95260387416448,1350,2118,1356.0,1610.0,2022.0,1.2976537731380515,2.7531205252520747,1500,btb,tinyllama_1p1b,q4_0,512,512,greedy,0.0,17,math,"You are a precise math assistant.
Solve the problem step by step with numbered equations and final answer.
Problem: Compute the sum S = sum_{k=1}^{100} k^2. Provide derivation using known formulas and the final numeric value."
20251205T215434Z-artemisia-v2a6-btb-tinyllama_1p1b-q4_0-c512-n512-g-seed42-r018,1501.092,1464.0,394.0307564484674,1348,12566,1358.0,1610.0,1910.02,23.55360516874831,618.6716627715803,1500,btb,tinyllama_1p1b,q4_0,512,512,greedy,0.0,18,math,"You are a precise math assistant.
Solve the problem step by step with numbered equations and final answer.
Problem: Compute the sum S = sum_{k=1}^{100} k^2. Provide derivation using known formulas and the final numeric value."
20251205T215434Z-artemisia-v2a6-btb-tinyllama_1p1b-q4_0-c512-n512-g-seed42-r019,1499.8853333333334,1523.0,300.9432938206455,1346,8946,1358.0,1600.0,2058.04,19.023019408863888,453.52920203586973,1500,btb,tinyllama_1p1b,q4_0,512,512,greedy,0.0,19,math,"You are a precise math assistant.
Solve the problem step by step with numbered equations and final answer.
Problem: Compute the sum S = sum_{k=1}^{100} k^2. Provide derivation using known formulas and the final numeric value."
20251205T215434Z-artemisia-v2a6-btb-tinyllama_1p1b-q4_0-c512-n512-g-seed42-r020,1492.2653333333333,1528.0,122.34814660443612,1348,2134,1358.0,1602.0,1864.02,0.9353460604207259,2.001073357810009,1500,btb,tinyllama_1p1b,q4_0,512,512,greedy,0.0,20,math,"You are a precise math assistant.
Solve the problem step by step with numbered equations and final answer.
Problem: Compute the sum S = sum_{k=1}^{100} k^2. Provide derivation using known formulas and the final numeric value."
20251205T215434Z-artemisia-v2a6-btb-tinyllama_1p1b-q4_0-c512-n512-g-seed42-r021,1536.9106666666667,1530.0,1334.2771265069975,1348,52684,1370.0,1612.0,1952.0,37.628502355293236,1438.5604687198756,1500,btb,tinyllama_1p1b,q4_0,512,512,greedy,0.0,21,math,"You are a precise math assistant.
Solve the problem step by step with numbered equations and final answer.
Problem: Compute the sum S = sum_{k=1}^{100} k^2. Provide derivation using known formulas and the final numeric value."
20251205T215435Z-artemisia-v2a6-btb-tinyllama_1p1b-q4_0-c512-n512-g-seed42-r022,1514.788,1528.0,318.4623922111295,1350,11544,1362.0,1624.4000000000005,2098.08,21.971486500004108,663.0496840887988,1500,btb,tinyllama_1p1b,q4_0,512,512,greedy,0.0,22,math,"You are a precise math assistant.
Solve the problem step by step with numbered equations and final answer.
Problem: Compute the sum S = sum_{k=1}^{100} k^2. Provide derivation using known formulas and the final numeric value."
20251205T215435Z-artemisia-v2a6-btb-tinyllama_1p1b-q4_0-c512-n512-g-seed42-r023,1489.6506666666667,1527.0,238.18598547214987,1348,9452,1356.0,1594.0,1886.02,25.03371407571858,830.9585954856674,1500,btb,tinyllama_1p1b,q4_0,512,512,greedy,0.0,23,math,"You are a precise math assistant.
Solve the problem step by step with numbered equations and final answer.
Problem: Compute the sum S = sum_{k=1}^{100} k^2. Provide derivation using known formulas and the final numeric value."
20251205T215435Z-artemisia-v2a6-btb-tinyllama_1p1b-q4_0-c512-n512-g-seed42-r024,1484.5426666666667,1519.0,188.5792997152028,1348,7108,1356.0,1604.0,1808.6799999999994,17.892354927950688,525.5324794825156,1500,btb,tinyllama_1p1b,q4_0,512,512,greedy,0.0,24,math,"You are a precise math assistant.
Solve the problem step by step with numbered equations and final answer.
Problem: Compute the sum S = sum_{k=1}^{100} k^2. Provide derivation using known formulas and the final numeric value."
20251205T215436Z-artemisia-v2a6-btb-tinyllama_1p1b-q4_0-c512-n512-g-seed42-r025,1486.964,1522.0,249.67017343087005,1348,8002,1356.0,1590.0,1808.02,19.432036696021285,475.96266614917505,1500,btb,tinyllama_1p1b,q4_0,512,512,greedy,0.0,25,math,"You are a precise math assistant.
Solve the problem step by step with numbered equations and final answer.
Problem: Compute the sum S = sum_{k=1}^{100} k^2. Provide derivation using known formulas and the final numeric value."
20251205T215436Z-artemisia-v2a6-btb-tinyllama_1p1b-q4_0-c512-n512-g-seed42-r026,1484.4733333333334,1522.0,248.850641382939,1344,10056,1356.0,1590.0,1780.08,27.32814333471169,936.8171013837309,1500,btb,tinyllama_1p1b,q4_0,512,512,greedy,0.0,26,math,"You are a precise math assistant.
Solve the problem step by step with numbered equations and final answer.
Problem: Compute the sum S = sum_{k=1}^{100} k^2. Provide derivation using known formulas and the final numeric value."
20251205T215436Z-artemisia-v2a6-btb-tinyllama_1p1b-q4_0-c512-n512-g-seed42-r027,1464.4666666666667,1404.0,118.3014583409095,1346,2052,1354.0,1588.0,1882.0,1.153837614177123,1.837083091160303,1500,btb,tinyllama_1p1b,q4_0,512,512,greedy,0.0,27,math,"You are a precise math assistant.
Solve the problem step by step with numbered equations and final answer.
Problem: Compute the sum S = sum_{k=1}^{100} k^2. Provide derivation using known formulas and the final numeric value."
20251205T215437Z-artemisia-v2a6-btb-tinyllama_1p1b-q4_0-c512-n512-g-seed42-r028,1477.0106666666666,1422.0,280.43843952841456,1348,11358,1356.0,1590.0,1786.2199999999998,29.24781985053056,1025.945178133673,1500,btb,tinyllama_1p1b,q4_0,512,512,greedy,0.0,28,math,"You are a precise math assistant.
Solve the problem step by step with numbered equations and final answer.
Problem: Compute the sum S = sum_{k=1}^{100} k^2. Provide derivation using known formulas and the final numeric value."
20251205T215437Z-artemisia-v2a6-btb-tinyllama_1p1b-q4_0-c512-n512-g-seed42-r029,1497.3146666666667,1468.0,201.76121045000298,1348,7576,1358.0,1620.0,1880.2999999999997,18.476941466997637,547.7327049073865,1500,btb,tinyllama_1p1b,q4_0,512,512,greedy,0.0,29,math,"You are a precise math assistant.
Solve the problem step by step with numbered equations and final answer.
Problem: Compute the sum S = sum_{k=1}^{100} k^2. Provide derivation using known formulas and the final numeric value."
20251205T215437Z-artemisia-v2a6-btb-tinyllama_1p1b-q4_0-c512-n512-g-seed42-r030,1481.208,1436.0,190.90010992832654,1346,7406,1360.0,1590.0,1815.139999999999,20.18464380195555,617.0678965097295,1500,btb,tinyllama_1p1b,q4_0,512,512,greedy,0.0,30,math,"You are a precise math assistant.
Solve the problem step by step with numbered equations and final answer.
Problem: Compute the sum S = sum_{k=1}^{100} k^2. Provide derivation using known formulas and the final numeric value."
20251205T215437Z-artemisia-v2a6-btb-tinyllama_1p1b-q4_0-c512-n512-g-seed42-r031,1489.8853333333334,1477.0,186.87609969169276,1348,7036,1358.0,1602.0,1784.2799999999997,17.63762479204996,515.5646759020331,1500,btb,tinyllama_1p1b,q4_0,512,512,greedy,0.0,31,math,"You are a precise math assistant.
Solve the problem step by step with numbered equations and final answer.
Problem: Compute the sum S = sum_{k=1}^{100} k^2. Provide derivation using known formulas and the final numeric value."
20251205T215438Z-artemisia-v2a6-btb-tinyllama_1p1b-q4_0-c512-n512-g-seed42-r032,1505.3506666666667,1472.0,540.516455246106,1346,18138,1356.0,1602.0,1906.02,26.340050103933045,745.5826803327628,1500,btb,tinyllama_1p1b,q4_0,512,512,greedy,0.0,32,math,"You are a precise math assistant.
Solve the problem step by step with numbered equations and final answer.
Problem: Compute the sum S = sum_{k=1}^{100} k^2. Provide derivation using known formulas and the final numeric value."
20251205T215438Z-artemisia-v2a6-btb-tinyllama_1p1b-q4_0-c512-n512-g-seed42-r033,1485.6946666666668,1444.0,267.5709131562457,1348,10908,1360.0,1602.0,1796.02,29.18803799389332,1023.618466350629,1500,btb,tinyllama_1p1b,q4_0,512,512,greedy,0.0,33,math,"You are a precise math assistant.
Solve the problem step by step with numbered equations and final answer.
Problem: Compute the sum S = sum_{k=1}^{100} k^2. Provide derivation using known formulas and the final numeric value."
20251205T215438Z-artemisia-v2a6-btb-tinyllama_1p1b-q4_0-c512-n512-g-seed42-r034,1496.5186666666666,1470.0,128.09440438928672,1348,2258,1378.0,1608.0,1960.2199999999998,1.3709510157710019,3.115280221622549,1500,btb,tinyllama_1p1b,q4_0,512,512,greedy,0.0,34,math,"You are a precise math assistant.
Solve the problem step by step with numbered equations and final answer.
Problem: Compute the sum S = sum_{k=1}^{100} k^2. Provide derivation using known formulas and the final numeric value."
20251205T215439Z-artemisia-v2a6-btb-tinyllama_1p1b-q4_0-c512-n512-g-seed42-r035,1485.4506666666666,1466.0,111.88990630814149,1346,2086,1366.0,1608.0,1784.04,0.753741108519152,0.8541777559268962,1500,btb,tinyllama_1p1b,q4_0,512,512,greedy,0.0,35,math,"You are a precise math assistant.
Solve the problem step by step with numbered equations and final answer.
Problem: Compute the sum S = sum_{k=1}^{100} k^2. Provide derivation using known formulas and the final numeric value."
