ts_ns,freq_khz
1765054540393789166,2000000
1765054540413952171,2000000
1765054540434105115,2000000
1765054540454224675,2000000
1765054540474320897,2000020
1765054540494439100,2000020
1765054540514572525,1950067
1765054540534728064,2000000
1765054540554817939,2000000
1765054540574900757,1999979
1765054540594941031,1999979
1765054540615066708,1848492
1765054540635205783,2000000
1765054540655295713,2000000
1765054540675384120,2000000
1765054540695521176,2000000
1765054540715621174,2000000
1765054540735708894,1999959
1765054540755791114,1997233
1765054540775883685,2000000
1765054540796035425,1994825
1765054540816154677,1999979
1765054540836249311,2000000
1765054540856334935,2000020
1765054540876451931,2000020
1765054540896939770,2000000
1765054540917019116,2000000
1765054540937099868,2000000
1765054540957178037,1999979
1765054540977264781,1999979
