ts_ns,freq_khz
1765055725921119230,2000020
1765055725941335435,1999979
1765055725961542624,2000020
1765055725981648639,2000000
1765055726001737521,2000000
1765055726021829508,2000000
1765055726041930451,1989659
1765055726062059771,1999979
1765055726082148267,2000000
1765055726102235310,2000000
1765055726122319420,2000000
1765055726142414595,2000020
1765055726162549067,2000000
1765055726182674816,2000000
1765055726202800959,1999979
1765055726222944250,2000000
1765055726243063747,1999979
1765055726263222371,2000000
1765055726283347503,1999979
1765055726303454085,2000040
