ts_ns,freq_khz
1765055612188907550,1999979
1765055612209155521,1999979
1765055612229318813,2000000
1765055612249443688,2000000
1765055612269533887,2000020
1765055612289654711,2000020
1765055612309804978,2000000
1765055612329943855,2000000
