ts_ns,freq_khz
1764972712301052085,2000000
1764972712321221545,2000000
1764972712341307129,2000000
1764972712361382083,2000000
1764972712381456121,2000000
1764972712401528842,2000000
1764972712421626236,2000000
1764972712441765179,2002902
1764972712461839504,1999815
