ts_ns,freq_khz
1765055660259652600,1999979
1765055660279853992,2000000
1765055660299953751,2000000
1765055660320102131,2000000
1765055660340227822,2000020
1765055660360324291,2000000
1765055660380440068,2000040
1765055660400612166,2000000
1765055660420739106,2000000
1765055660440857550,2000000
1765055660460940654,2000020
1765055660481030175,2000000
1765055660501144449,2000020
1765055660521242451,2000000
1765055660541326905,1999979
1765055660561408782,2000000
1765055660581493644,2000000
1765055660601584947,2000000
1765055660621706172,2000000
1765055660641819871,2000000
