ts_ns,freq_khz
1765055750615118602,1999979
1765055750635322610,1999979
1765055750655427995,1999959
1765055750675525991,2000040
1765055750695645606,1997091
1765055750715800184,2000000
1765055750735922672,2000040
1765055750756125610,1999979
1765055750776241831,2000000
1765055750796350792,2000000
1765055750816500405,2000000
1765055750836632154,2000000
1765055750856716750,1999979
1765055750876810412,1999979
1765055750896949251,2000000
1765055750917091121,2000000
1765055750937194237,2000000
1765055750957291679,2000020
1765055750977398696,2000000
1765055750997539168,1999979
1765055751017667865,2000020
1765055751037755806,2000000
1765055751057842811,2000000
1765055751077934146,1999987
1765055751098052727,1999979
1765055751118170584,1996522
1765055751138271049,1999979
1765055751158356966,2000000
1765055751178442076,2000000
1765055751198527564,1999979
