ts_ns,freq_khz
1765054525444946020,2000020
1765054525465150244,2000020
1765054525485317936,2000000
1765054525505412108,1845529
1765054525525493805,2000000
1765054525545586450,1999979
1765054525565743142,2000000
1765054525585918589,2000020
1765054525606025616,2000020
1765054525626152078,2000000
1765054525646259595,1999979
1765054525666344909,1999979
1765054525686423481,2000000
1765054525706509493,1999979
1765054525727946880,1999979
1765054525748057437,2000000
1765054525768144192,2000020
1765054525788227643,1999979
1765054525808330239,2000000
1765054525828413851,1999979
1765054525848497565,1999979
1765054525868575797,2000000
1765054525888661518,2000000
1765054525908775730,2000000
1765054525928884331,2000000
1765054525948945400,2000000
