ts_ns,freq_khz
1764972696760676616,2000000
1764972696780839399,2000000
1764972696800925250,2000000
1764972696821007851,2000000
1764972696841085689,2000000
1764972696861160695,2000000
1764972696881258051,2000208
1764972696901394240,2000000
