ts_ns,freq_khz
1765054635702236838,1999959
1765054635722447539,2000000
1765054635742558410,2000000
1765054635762707905,2000000
1765054635782815443,2000020
1765054635802919759,2000020
1765054635823075101,2000000
1765054635843268167,2000000
1765054635863386841,1999979
1765054635883471392,2000000
1765054635903553985,1999979
1765054635923636111,2000000
1765054635943723365,1999979
1765054635963832989,1999979
1765054635983915701,2000000
1765054636004012849,2000000
1765054636024095257,1999979
1765054636044179482,2000000
1765054636064270071,2000000
1765054636084398778,2000000
1765054636104506972,2000000
1765054636124597351,1999979
1765054636144718987,2000020
1765054636164822061,2000020
1765054636184910058,2000000
1765054636205006594,2000000
