ts_ns,freq_khz
1765054590845359701,1999979
1765054590865571974,2000000
1765054590885716233,2000000
1765054590905813907,2000020
1765054590925916499,2000000
1765054590946057957,1981945
1765054590966197581,2000000
1765054590986367737,2000020
1765054591020971871,1999979
1765054591041162024,2000000
1765054591061286346,1999979
1765054591081376672,1999979
1765054591101463480,2000040
1765054591121556539,2000000
1765054591141676524,2000020
1765054591161762636,2000000
1765054591181847463,2000020
1765054591201944818,1999979
1765054591222075071,2000020
1765054591242174716,2000020
1765054591262324483,1999979
1765054591282444008,2000020
1765054591302535627,2000000
1765054591322620840,2000000
1765054591342720142,2000000
1765054591362864231,1999979
