ts_ns,probe,iter,cycles
828345440189650,pht,0,5852
828345440208363,pht,1,5072
828345440211283,pht,2,4050
828345440214252,pht,3,4908
828345440216931,pht,4,4396
828345440219572,pht,5,4462
828345440222144,pht,6,4340
828345440224717,pht,7,4332
828345440227425,pht,8,4598
828345440229785,pht,9,3874
828345440232373,pht,10,4368
828345440235261,pht,11,4766
828345440237731,pht,12,4034
828345440240029,pht,13,3796
828345440242831,pht,14,4860
828345440245111,pht,15,3762
828345440247656,pht,16,4330
828345440250283,pht,17,4504
828345440252777,pht,18,4180
828345440255151,pht,19,3960
828345440257544,pht,20,4004
828345440259883,pht,21,3882
828345440262370,pht,22,4166
828345440264763,pht,23,4006
828345440267227,pht,24,4178
828345440269558,pht,25,3928
828345440271908,pht,26,3936
828345440274250,pht,27,3930
828345440276693,pht,28,4130
828345440279068,pht,29,4016
828345440281544,pht,30,4210
828345440283880,pht,31,3924
828345440286290,pht,32,4038
828345440288649,pht,33,3952
828345440290948,pht,34,3826
828345440293288,pht,35,3898
828345440295564,pht,36,3788
828345440297890,pht,37,3906
828345440300186,pht,38,3826
828345440302536,pht,39,3956
828345440304902,pht,40,3982
828345440307204,pht,41,3852
828345440309477,pht,42,3794
828345440311806,pht,43,3896
828345440314262,pht,44,4142
828345440316573,pht,45,3804
828345440318973,pht,46,4058
828345440321202,pht,47,3722
828345440323585,pht,48,3986
828345440325927,pht,49,3920
828345440328242,pht,50,3874
828345440330538,pht,51,3848
828345440332918,pht,52,3984
828345440335272,pht,53,3966
828345440337568,pht,54,3836
828345440339947,pht,55,3932
828345440342290,pht,56,3970
828345440344571,pht,57,3826
828345440346860,pht,58,3844
828345440349218,pht,59,3958
828345440351624,pht,60,4082
828345440353991,pht,61,3994
828345440356347,pht,62,3978
828345440358648,pht,63,3808
828345440360900,pht,64,3744
828345440363190,pht,65,3784
828345440365531,pht,66,3910
828345440367800,pht,67,3808
828345440370101,pht,68,3844
828345440372383,pht,69,3828
828345440374655,pht,70,3822
828345440376914,pht,71,3766
828345440379210,pht,72,3828
828345440381513,pht,73,3848
828345440383794,pht,74,3808
828345440386099,pht,75,3818
828345440388437,pht,76,3908
828345440390680,pht,77,3740
828345440393010,pht,78,3892
828345440395265,pht,79,3766
828345440397493,pht,80,3728
828345440399752,pht,81,3738
828345440402046,pht,82,3792
828345440404362,pht,83,3864
828345440406612,pht,84,3734
828345440408922,pht,85,3854
828345440411168,pht,86,3732
828345440413465,pht,87,3820
828345440415736,pht,88,3790
828345440418072,pht,89,3914
828345440420329,pht,90,3766
828345440422614,pht,91,3802
828345440424936,pht,92,3862
828345440427328,pht,93,4034
828345440429703,pht,94,3988
828345440432052,pht,95,3936
828345440434362,pht,96,3854
828345440436679,pht,97,3874
828345440438970,pht,98,3778
828345440441269,pht,99,3810
828345440443563,pht,100,3804
828345440448716,pht,101,3960
828345440451203,pht,102,3898
828345440453499,pht,103,3780
828345440455846,pht,104,3810
828345440458170,pht,105,3784
828345440460470,pht,106,3792
828345440462747,pht,107,3768
828345440465061,pht,108,3808
828345440467339,pht,109,3728
828345440469615,pht,110,3774
828345440471827,pht,111,3688
828345440474110,pht,112,3796
828345440476413,pht,113,3840
828345440478698,pht,114,3806
828345440480981,pht,115,3828
828345440483248,pht,116,3774
828345440485507,pht,117,3748
828345440487754,pht,118,3744
828345440490104,pht,119,3946
828345440492380,pht,120,3784
828345440494656,pht,121,3800
828345440496943,pht,122,3786
828345440499191,pht,123,3752
828345440501445,pht,124,3790
828345440503710,pht,125,3748
828345440506015,pht,126,3858
828345440508303,pht,127,3826
828345440510677,pht,128,3956
828345440512935,pht,129,3786
828345440515246,pht,130,3832
828345440517582,pht,131,3860
828345440519844,pht,132,3746
828345440522115,pht,133,3788
828345440524357,pht,134,3756
828345440526604,pht,135,3756
828345440528893,pht,136,3780
828345440531148,pht,137,3728
828345440533433,pht,138,3816
828345440535674,pht,139,3720
828345440537997,pht,140,3880
828345440540250,pht,141,3750
828345440542511,pht,142,3764
828345440544745,pht,143,3738
828345440547034,pht,144,3822
828345440549291,pht,145,3780
828345440551549,pht,146,3752
828345440553876,pht,147,3878
828345440556123,pht,148,3730
828345440558441,pht,149,3862
828345440560727,pht,150,3798
828345440563002,pht,151,3796
828345440565272,pht,152,3786
828345440567493,pht,153,3718
828345440569740,pht,154,3738
828345440572043,pht,155,3802
828345440574322,pht,156,3808
828345440576592,pht,157,3756
828345440578891,pht,158,3822
828345440581184,pht,159,3810
828345440583632,pht,160,4134
828345440586001,pht,161,3954
828345440588345,pht,162,3912
828345440590622,pht,163,3812
828345440592910,pht,164,3788
828345440595170,pht,165,3770
828345440597459,pht,166,3774
828345440599760,pht,167,3802
828345440602070,pht,168,3822
828345440604380,pht,169,3816
828345440606651,pht,170,3782
828345440608933,pht,171,3816
828345440611212,pht,172,3792
828345440613469,pht,173,3770
828345440615756,pht,174,3836
828345440618022,pht,175,3772
828345440620296,pht,176,3790
828345440622584,pht,177,3802
828345440624826,pht,178,3716
828345440627072,pht,179,3740
828345440629398,pht,180,3892
828345440631677,pht,181,3800
828345440633918,pht,182,3724
828345440636188,pht,183,3770
828345440638434,pht,184,3700
828345440640737,pht,185,3834
828345440642962,pht,186,3714
828345440645273,pht,187,3854
828345440647541,pht,188,3774
828345440649843,pht,189,3828
828345440652288,pht,190,4122
828345440654585,pht,191,3828
828345440656835,pht,192,3736
828345440659138,pht,193,3860
828345440661442,pht,194,3860
828345440663716,pht,195,3784
828345440665946,pht,196,3720
828345440668222,pht,197,3814
828345440670474,pht,198,3726
828345440672711,pht,199,3736
828345440674988,pht,200,3806
828345440685864,pht,201,4002
828345440688328,pht,202,3822
828345440690726,pht,203,3902
828345440693064,pht,204,3846
828345440695377,pht,205,3796
828345440697677,pht,206,3796
828345440699938,pht,207,3736
828345440702220,pht,208,3788
828345440704506,pht,209,3836
828345440706776,pht,210,3752
828345440709007,pht,211,3702
828345440711263,pht,212,3764
828345440713552,pht,213,3824
828345440715849,pht,214,3850
828345440718159,pht,215,3844
828345440720432,pht,216,3798
828345440722759,pht,217,3880
828345440725066,pht,218,3836
828345440727366,pht,219,3850
828345440729639,pht,220,3774
828345440731955,pht,221,3858
828345440734245,pht,222,3814
828345440736733,pht,223,4208
828345440739040,pht,224,3842
828345440741334,pht,225,3824
828345440743636,pht,226,3854
828345440745966,pht,227,3876
828345440748212,pht,228,3736
828345440750484,pht,229,3770
828345440752811,pht,230,3876
828345440755081,pht,231,3784
828345440757328,pht,232,3728
828345440759596,pht,233,3792
828345440761833,pht,234,3706
828345440764152,pht,235,3838
828345440766377,pht,236,3700
828345440768599,pht,237,3710
828345440770867,pht,238,3794
828345440773112,pht,239,3736
828345440775383,pht,240,3792
828345440777651,pht,241,3770
828345440779910,pht,242,3774
828345440782192,pht,243,3776
828345440784519,pht,244,3898
828345440786790,pht,245,3758
828345440789074,pht,246,3790
828345440791383,pht,247,3842
828345440793619,pht,248,3736
828345440795880,pht,249,3786
828345440798146,pht,250,3782
828345440800420,pht,251,3768
828345440802683,pht,252,3766
828345440804943,pht,253,3764
828345440807219,pht,254,3802
828345440809554,pht,255,3894
828345440811902,pht,256,3934
828345440814227,pht,257,3890
828345440816556,pht,258,3916
828345440818859,pht,259,3830
828345440821114,pht,260,3756
828345440823376,pht,261,3788
828345440825621,pht,262,3746
828345440827862,pht,263,3768
828345440830143,pht,264,3804
828345440832387,pht,265,3740
828345440834672,pht,266,3822
828345440836937,pht,267,3786
828345440839144,pht,268,3674
828345440841372,pht,269,3722
828345440843643,pht,270,3798
828345440845902,pht,271,3756
828345440848132,pht,272,3690
828345440850404,pht,273,3818
828345440852664,pht,274,3772
828345440854882,pht,275,3700
828345440857181,pht,276,3814
828345440859405,pht,277,3716
828345440861672,pht,278,3766
828345440863967,pht,279,3812
828345440866229,pht,280,3752
828345440868504,pht,281,3780
828345440870775,pht,282,3796
828345440873073,pht,283,3818
828345440875348,pht,284,3762
828345440877689,pht,285,3924
828345440879961,pht,286,3786
828345440882259,pht,287,3850
828345440884705,pht,288,4140
828345440887022,pht,289,3886
828345440889368,pht,290,3898
828345440891683,pht,291,3842
828345440893953,pht,292,3780
828345440896192,pht,293,3704
828345440898472,pht,294,3758
828345440900723,pht,295,3730
828345440903009,pht,296,3808
828345440905293,pht,297,3768
828345440907615,pht,298,3854
828345440909907,pht,299,3842
828345440912153,pht,300,3760
828345440920016,pht,301,3942
828345440922411,pht,302,3748
828345440924772,pht,303,3738
828345440927065,pht,304,3744
828345440929344,pht,305,3764
828345440931634,pht,306,3838
828345440933906,pht,307,3808
828345440936144,pht,308,3730
828345440938374,pht,309,3720
828345440940659,pht,310,3814
828345440942940,pht,311,3818
828345440945218,pht,312,3822
828345440947485,pht,313,3768
828345440949759,pht,314,3790
828345440952033,pht,315,3822
828345440954293,pht,316,3786
828345440956528,pht,317,3734
828345440958921,pht,318,4034
828345440961247,pht,319,3914
828345440963540,pht,320,3814
828345440965846,pht,321,3842
828345440968130,pht,322,3802
828345440970420,pht,323,3808
828345440972717,pht,324,3822
828345440974962,pht,325,3736
828345440977235,pht,326,3806
828345440979471,pht,327,3744
828345440981740,pht,328,3766
828345440983981,pht,329,3740
828345440986257,pht,330,3788
828345440988509,pht,331,3778
828345440990758,pht,332,3744
828345440992995,pht,333,3742
828345440995257,pht,334,3786
828345440997509,pht,335,3782
828345440999810,pht,336,3868
828345441007069,pht,337,3916
828345441009517,pht,338,3812
828345441011865,pht,339,3790
828345441014157,pht,340,3772
828345441016406,pht,341,3738
828345441018661,pht,342,3766
828345441020967,pht,343,3826
828345441023290,pht,344,3788
828345441025595,pht,345,3808
828345441027938,pht,346,3882
828345441030239,pht,347,3816
828345441032564,pht,348,3824
828345441034809,pht,349,3752
828345441037147,pht,350,3892
828345441039531,pht,351,4050
828345441041824,pht,352,3810
828345441044268,pht,353,4034
828345441046610,pht,354,3900
828345441048838,pht,355,3724
828345441051134,pht,356,3784
828345441053395,pht,357,3710
828345441055690,pht,358,3756
828345441057976,pht,359,3776
828345441060265,pht,360,3788
828345441062562,pht,361,3818
828345441064861,pht,362,3816
828345441067123,pht,363,3730
828345441069408,pht,364,3800
828345441071722,pht,365,3814
828345441074027,pht,366,3812
828345441076328,pht,367,3812
828345441078581,pht,368,3744
828345441080835,pht,369,3732
828345441083106,pht,370,3760
828345441085353,pht,371,3728
828345441087665,pht,372,3800
828345441089959,pht,373,3812
828345441092314,pht,374,3922
828345441094575,pht,375,3716
828345441096858,pht,376,3790
828345441099173,pht,377,3792
828345441101483,pht,378,3800
828345441103820,pht,379,3864
828345441106117,pht,380,3770
828345441108422,pht,381,3838
828345441110733,pht,382,3814
828345441113097,pht,383,3928
828345441115433,pht,384,3928
828345441117785,pht,385,3848
828345441120106,pht,386,3844
828345441122409,pht,387,3864
828345441124705,pht,388,3796
828345441126986,pht,389,3784
828345441129244,pht,390,3750
828345441131565,pht,391,3816
828345441133855,pht,392,3762
828345441136145,pht,393,3802
828345441138433,pht,394,3794
828345441140752,pht,395,3860
828345441143036,pht,396,3798
828345441145297,pht,397,3736
828345441147596,pht,398,3796
828345441149898,pht,399,3826
828345441152194,pht,400,3836
828345441156722,pht,401,3828
828345441159143,pht,402,3842
828345441161510,pht,403,3870
828345441163873,pht,404,3830
828345441166224,pht,405,3840
828345441168506,pht,406,3754
828345441170847,pht,407,3862
828345441173143,pht,408,3800
828345441175432,pht,409,3814
828345441177716,pht,410,3804
828345441179968,pht,411,3740
828345441182265,pht,412,3856
828345441184534,pht,413,3750
828345441186811,pht,414,3794
828345441189150,pht,415,3912
828345441191501,pht,416,3942
828345441193805,pht,417,3876
828345441196141,pht,418,3920
828345441198470,pht,419,3902
828345441200748,pht,420,3806
828345441203031,pht,421,3816
828345441205307,pht,422,3804
828345441207580,pht,423,3790
828345441209835,pht,424,3770
828345441212140,pht,425,3882
828345441214370,pht,426,3710
828345441216639,pht,427,3800
828345441218879,pht,428,3758
828345441221170,pht,429,3828
828345441223494,pht,430,3904
828345441225772,pht,431,3824
828345441228019,pht,432,3742
828345441230276,pht,433,3772
828345441232529,pht,434,3760
828345441234817,pht,435,3828
828345441237062,pht,436,3754
828345441239322,pht,437,3790
828345441241574,pht,438,3752
828345441243825,pht,439,3766
828345441246108,pht,440,3804
828345441248417,pht,441,3890
828345441250703,pht,442,3840
828345441252976,pht,443,3804
828345441255282,pht,444,3862
828345441257559,pht,445,3832
828345441259928,pht,446,4010
828345441262174,pht,447,3770
828345441264462,pht,448,3836
828345441266720,pht,449,3786
828345441268995,pht,450,3822
828345441271264,pht,451,3788
828345441273515,pht,452,3742
828345441275755,pht,453,3730
828345441278035,pht,454,3806
828345441280292,pht,455,3780
828345441282567,pht,456,3782
828345441284872,pht,457,3844
828345441287180,pht,458,3864
828345441289469,pht,459,3816
828345441291746,pht,460,3776
828345441294007,pht,461,3748
828345441296260,pht,462,3758
828345441298511,pht,463,3752
828345441300765,pht,464,3746
828345441303036,pht,465,3804
828345441305278,pht,466,3736
828345441307531,pht,467,3744
828345441309781,pht,468,3754
828345441312044,pht,469,3770
828345441314335,pht,470,3852
828345441316654,pht,471,3890
828345441318989,pht,472,3932
828345441321300,pht,473,3876
828345441323600,pht,474,3860
828345441325979,pht,475,4028
828345441328261,pht,476,3818
828345441330532,pht,477,3812
828345441332816,pht,478,3824
828345441335165,pht,479,3930
828345441337434,pht,480,3790
828345441339723,pht,481,3820
828345441342014,pht,482,3840
828345441344331,pht,483,3904
828345441346563,pht,484,3716
828345441348843,pht,485,3816
828345441351107,pht,486,3778
828345441353417,pht,487,3860
828345441355632,pht,488,3682
828345441357886,pht,489,3758
828345441360194,pht,490,3830
828345441362450,pht,491,3764
828345441364684,pht,492,3724
828345441366948,pht,493,3792
828345441369209,pht,494,3796
828345441371483,pht,495,3808
828345441373737,pht,496,3770
828345441376036,pht,497,3850
828345441378308,pht,498,3798
828345441380566,pht,499,3764
828345441382836,pht,500,3788
828345441396196,pht,501,3946
828345441398694,pht,502,3840
828345441401052,pht,503,3784
828345441403390,pht,504,3816
828345441405696,pht,505,3762
828345441408038,pht,506,3838
828345441410340,pht,507,3828
828345441412591,pht,508,3746
828345441414957,pht,509,3918
828345441417192,pht,510,3780
828345441419535,pht,511,3886
828345441421941,pht,512,3850
828345441424311,pht,513,3844
828345441426649,pht,514,3748
828345441429066,pht,515,3804
828345441431528,pht,516,3756
828345441433903,pht,517,3808
828345441436325,pht,518,3824
828345441438759,pht,519,3846
828345441441237,pht,520,3820
828345441443664,pht,521,3866
828345441446100,pht,522,3800
828345441448580,pht,523,3782
828345441451023,pht,524,3774
828345441453448,pht,525,3772
828345441455855,pht,526,3814
828345441458283,pht,527,3718
828345441460768,pht,528,3792
828345441463220,pht,529,3752
828345441465742,pht,530,3826
828345441468227,pht,531,3842
828345441470621,pht,532,3832
828345441473130,pht,533,4006
828345441475710,pht,534,4108
828345441478251,pht,535,4060
828345441480840,pht,536,4160
828345441483359,pht,537,4044
828345441485937,pht,538,4134
828345441488455,pht,539,4056
828345441490971,pht,540,4038
828345441493500,pht,541,4074
828345441496022,pht,542,4070
828345441498544,pht,543,4064
828345441501117,pht,544,4168
828345441503700,pht,545,4184
828345441506291,pht,546,4206
828345441508844,pht,547,4136
828345441511393,pht,548,4114
828345441513953,pht,549,4192
828345441516466,pht,550,4044
828345441518951,pht,551,4050
828345441521450,pht,552,4028
828345441523999,pht,553,4148
828345441526508,pht,554,4084
828345441528990,pht,555,4000
828345441531549,pht,556,4162
828345441534076,pht,557,4104
828345441536555,pht,558,4024
828345441539084,pht,559,4090
828345441541571,pht,560,3982
828345441544119,pht,561,4116
828345441546661,pht,562,4076
828345441549252,pht,563,4204
828345441551736,pht,564,4004
828345441554022,pht,565,3810
828345441556416,pht,566,3836
828345441558812,pht,567,3694
828345441561223,pht,568,3748
828345441563710,pht,569,3826
828345441566193,pht,570,3778
828345441568611,pht,571,3878
828345441571051,pht,572,3926
828345441573340,pht,573,3714
828345441575757,pht,574,3916
828345441578050,pht,575,3828
828345441580375,pht,576,3738
828345441582763,pht,577,3828
828345441585033,pht,578,3756
828345441587336,pht,579,3806
828345441589597,pht,580,3746
828345441591979,pht,581,3820
828345441594230,pht,582,3730
828345441596460,pht,583,3688
828345441598724,pht,584,3766
828345441601035,pht,585,3802
828345441603382,pht,586,3820
828345441605766,pht,587,3778
828345441607998,pht,588,3796
828345441610338,pht,589,3730
828345441612668,pht,590,3862
828345441615017,pht,591,3888
828345441617326,pht,592,3772
828345441619596,pht,593,3794
828345441621914,pht,594,3778
828345441624175,pht,595,3782
828345441626429,pht,596,3678
828345441628705,pht,597,3732
828345441631059,pht,598,3870
828345441633359,pht,599,3876
828345441635660,pht,600,3834
828345441644593,pht,601,4012
828345441647098,pht,602,3768
828345441649544,pht,603,3762
828345441651835,pht,604,3864
828345441654109,pht,605,3774
828345441656421,pht,606,3802
828345441658689,pht,607,3792
828345441661028,pht,608,3894
828345441663418,pht,609,3858
828345441665850,pht,610,3912
828345441668159,pht,611,3788
828345441670374,pht,612,3750
828345441672620,pht,613,3822
828345441674907,pht,614,3778
828345441677157,pht,615,3726
828345441679431,pht,616,3770
828345441681753,pht,617,3858
828345441684176,pht,618,3834
828345441686373,pht,619,3764
828345441688600,pht,620,3744
828345441690857,pht,621,3764
828345441693110,pht,622,3708
828345441695376,pht,623,3796
828345441697691,pht,624,3836
828345441700016,pht,625,3776
828345441702345,pht,626,3780
828345441704677,pht,627,3742
828345441706893,pht,628,3806
828345441709164,pht,629,3724
828345441711496,pht,630,3790
828345441713860,pht,631,3812
828345441716235,pht,632,3846
828345441718560,pht,633,3784
828345441720895,pht,634,3746
828345441723182,pht,635,3742
828345441725459,pht,636,3782
828345441727740,pht,637,3810
828345441730021,pht,638,3816
828345441732417,pht,639,4012
828345441734817,pht,640,3918
828345441737213,pht,641,3932
828345441739591,pht,642,3870
828345441742072,pht,643,3896
828345441744291,pht,644,3752
828345441746528,pht,645,3682
828345441748837,pht,646,3792
828345441751117,pht,647,3756
828345441753431,pht,648,3878
828345441755742,pht,649,3868
828345441758075,pht,650,3894
828345441760354,pht,651,3814
828345441762620,pht,652,3866
828345441764863,pht,653,3764
828345441767185,pht,654,3778
828345441769570,pht,655,3906
828345441771951,pht,656,3902
828345441774286,pht,657,3880
828345441776538,pht,658,3758
828345441778767,pht,659,3730
828345441781025,pht,660,3740
828345441783386,pht,661,3846
828345441785660,pht,662,3864
828345441787958,pht,663,3770
828345441790291,pht,664,3814
828345441792558,pht,665,3810
828345441794784,pht,666,3696
828345441797087,pht,667,3750
828345441799385,pht,668,3740
828345441801629,pht,669,3702
828345441803890,pht,670,3792
828345441806166,pht,671,3804
828345441808556,pht,672,3830
828345441810835,pht,673,3832
828345441813134,pht,674,3794
828345441815446,pht,675,3828
828345441817744,pht,676,3852
828345441820077,pht,677,3908
828345441822379,pht,678,3786
828345441824695,pht,679,3834
828345441826953,pht,680,3784
828345441829272,pht,681,3784
828345441831537,pht,682,3760
828345441833818,pht,683,3822
828345441836092,pht,684,3742
828345441838471,pht,685,3854
828345441840640,pht,686,3736
828345441842845,pht,687,3730
828345441845124,pht,688,3746
828345441847384,pht,689,3774
828345441849718,pht,690,3864
828345441851971,pht,691,3754
828345441854332,pht,692,3916
828345441856642,pht,693,3828
828345441858919,pht,694,3806
828345441861119,pht,695,3698
828345441863415,pht,696,3764
828345441865816,pht,697,3870
828345441868190,pht,698,3856
828345441870502,pht,699,3810
828345441872863,pht,700,3944
828345441877684,pht,701,4144
828345441880120,pht,702,3758
828345441882477,pht,703,3758
828345441884806,pht,704,3728
828345441887134,pht,705,3782
828345441889342,pht,706,3762
828345441891518,pht,707,3734
828345441893884,pht,708,3848
828345441896218,pht,709,3776
828345441898540,pht,710,3822
828345441900934,pht,711,3966
828345441903192,pht,712,3712
828345441905436,pht,713,3710
828345441907741,pht,714,3818
828345441910074,pht,715,3790
828345441912370,pht,716,3788
828345441914641,pht,717,3828
828345441916927,pht,718,3782
828345441919235,pht,719,3746
828345441921552,pht,720,3746
828345441923824,pht,721,3706
828345441926083,pht,722,3768
828345441928377,pht,723,3692
828345441930657,pht,724,3900
828345441932881,pht,725,3796
828345441935244,pht,726,3854
828345441937519,pht,727,3772
828345441939770,pht,728,3742
828345441942114,pht,729,3882
828345441944459,pht,730,3822
828345441946811,pht,731,3844
828345441949026,pht,732,3726
828345441951296,pht,733,3812
828345441953545,pht,734,3772
828345441955926,pht,735,3880
828345441958260,pht,736,3794
828345441960573,pht,737,3806
828345441962867,pht,738,3814
828345441965199,pht,739,3922
828345441967470,pht,740,3678
828345441969750,pht,741,3718
828345441972052,pht,742,3804
828345441974396,pht,743,3728
828345441976666,pht,744,3810
828345441978941,pht,745,3712
828345441981254,pht,746,3832
828345441983539,pht,747,3776
828345441985793,pht,748,3756
828345441988034,pht,749,3782
828345441990317,pht,750,3772
828345441992690,pht,751,3714
828345441994843,pht,752,3710
828345441997056,pht,753,3754
828345441999327,pht,754,3734
828345442005506,pht,755,11556
828345442008054,pht,756,3984
828345442010385,pht,757,3808
828345442012789,pht,758,3838
828345442015162,pht,759,3796
828345442017349,pht,760,3752
828345442019612,pht,761,3832
828345442022030,pht,762,3990
828345442024356,pht,763,3904
828345442026647,pht,764,3836
828345442028930,pht,765,3822
828345442031189,pht,766,3762
828345442033528,pht,767,3836
828345442035792,pht,768,3804
828345442037982,pht,769,3716
828345442040261,pht,770,3826
828345442042544,pht,771,3706
828345442044793,pht,772,3722
828345442047084,pht,773,3774
828345442049434,pht,774,3792
828345442051685,pht,775,3756
828345442053999,pht,776,3766
828345442056233,pht,777,3730
828345442058514,pht,778,3698
828345442060869,pht,779,3836
828345442063177,pht,780,3822
828345442065423,pht,781,3802
828345442067721,pht,782,3734
828345442069986,pht,783,3784
828345442072280,pht,784,3828
828345442074527,pht,785,3724
828345442076810,pht,786,3758
828345442079204,pht,787,3778
828345442081453,pht,788,3824
828345442083735,pht,789,3818
828345442086038,pht,790,3742
828345442088311,pht,791,3746
828345442090677,pht,792,3884
828345442092914,pht,793,3722
828345442095182,pht,794,3750
828345442097575,pht,795,3782
828345442099839,pht,796,3718
828345442102139,pht,797,3742
828345442104426,pht,798,3770
828345442106663,pht,799,3704
828345442108957,pht,800,3806
828345442117002,pht,801,3846
828345442119499,pht,802,3872
828345442121848,pht,803,3716
828345442124155,pht,804,3766
828345442126500,pht,805,3860
828345442128865,pht,806,3804
828345442131128,pht,807,3704
