ts_ns,freq_khz
1765055770941803003,2000020
1765055770962080781,2000020
1765055770982347252,2000000
1765055771002546263,1999979
1765055771022957119,2000000
1765055771043154572,2000020
1765055771063391797,2000020
1765055771083591902,2000000
1765055771103775053,2000000
1765055771123957061,2000000
1765055771144151148,2000020
1765055771164347795,2000000
1765055771184582312,1999959
1765055771204844048,2000000
1765055771225225526,2000000
1765055771245438140,1999979
1765055771265645524,2000000
1765055771285896481,2000000
1765055771306151037,2000000
