ts_ns,freq_khz
1764972649797049895,2000000
1764972649817208959,2000000
1764972649837295005,2000000
1764972649857375704,2000000
1764972649877474479,2000000
1764972649897560906,2000000
1764972649917667712,1997422
1764972649937812735,2000000
1764972649957893993,1997820
1764972649977976473,1991416
