ts_ns,freq_khz
1765055644807707932,1999959
1765055644827958453,1999979
1765055644848257402,1999979
1765055644868477284,2000020
1765055644888715201,2000000
1765055644908961808,2000020
1765055644929213105,2000000
1765055644949502723,2000000
1765055644969702359,2000000
1765055644989897186,2000020
1765055645010105169,1999979
1765055645030307007,2000000
1765055645050518940,2000000
1765055645070715669,2000030
1765055645090909463,2000000
1765055645111128177,2000000
1765055645131343026,1999979
1765055645151559961,2000000
1765055645171782632,1999979
1765055645191962714,2000000
1765055645212183853,2000000
1765055645232411427,2000000
1765055645252665161,2000000
1765055645272898962,2000000
1765055645293135167,2000000
