ts_ns,freq_khz
1765055606696070655,2000000
1765055606716253681,1994232
1765055606736424186,1999979
1765055606756530036,2000000
1765055606776665985,1999959
1765055606796761169,2000000
1765055606816911703,2000020
1765055606837105550,2000000
1765055606857235019,2000000
