ts_ns,freq_khz
1765054555715964893,1999979
1765054555736175565,2000020
1765054555756337629,2000000
1765054555776437046,1999979
1765054555796520017,2000020
1765054555816602357,1999979
1765054555836717296,2000020
1765054555856912171,2000020
1765054555877034144,2000000
1765054555897127972,2000020
1765054555917215959,2000000
1765054555937324671,2000020
1765054555957413591,2000000
1765054555977495369,2000000
1765054555997687254,2000000
1765054556017775338,2000000
1765054556037864918,2000020
1765054556057940533,2000000
1765054556078025566,2000000
1765054556098110972,2000000
1765054556118201021,2000000
1765054556138326882,2000000
1765054556158425489,2000000
1765054556178510140,2000040
1765054556198604524,1999959
