ts_ns,freq_khz
1765055730827061183,1999979
1765055730847267558,2000020
1765055730867412529,2000020
1765055730887522308,2000000
1765055730907622850,2000000
1765055730927709595,1986237
1765055730947824526,2000000
1765055730967949352,1999979
1765055730988084552,2000000
1765055731008208834,2000000
1765055731028305224,2000020
1765055731048388859,2000000
1765055731068480572,2000000
1765055731088606768,2000020
1765055731108697876,2000000
1765055731128785306,2000020
1765055731148874664,1999959
1765055731168946246,2000000
1765055731189094032,2000000
1765055731209220594,2000000
1765055731229302383,2000000
1765055731249386438,1999979
1765055731269471614,2000000
1765055731289566313,2000020
1765055731309653705,2000020
1765055731330941276,2000000
1765055731351027983,2000000
1765055731371113633,2000000
1765055731391198368,2000000
