ts_ns,freq_khz
1765054475737132557,2000000
1765054475757345659,1999979
1765054475777446454,2000000
1765054475797552090,1999979
1765054475817688684,2000020
1765054475837827020,2000000
1765054475858035617,2000345
1765054475878198527,1999979
