ts_ns,freq_khz
1765055649910852811,2000000
1765055649931128306,2000000
1765055649951407919,2000000
1765055649971596360,2000000
1765055649991808786,1999979
1765055650012113816,1999979
1765055650032334145,2000000
1765055650052585358,2000000
1765055650072819863,2000000
1765055650093053814,2000000
1765055650113305773,2000000
1765055650133501776,2000000
1765055650153698471,2000000
1765055650173886830,2000000
1765055650194115001,1999979
1765055650214312278,1999959
1765055650234591093,1999979
1765055650254903591,1999979
1765055650275120134,2000000
1765055650295291912,2000000
1765055650315457991,2000000
1765055650335625421,2000000
