ts_ns,freq_khz
1764972650140887331,2000000
1764972650161063774,2000000
1764972650181158183,2000000
1764972650201243452,2000000
1764972650221319982,2000000
1764972650241398824,2000000
1764972650261499726,1997414
1764972650281648935,1994199
1764972650301729305,1997877
1764972650321807662,1898421
