ts_ns,freq_khz
1765055639699563520,2000000
1765055639719785787,2000020
1765055639740043124,2000000
1765055639760214445,2000000
1765055639780396019,1999979
1765055639800570872,2000000
1765055639820768755,2000000
1765055639841018161,2000060
1765055639861210454,2000000
1765055639881403950,1999979
1765055639901580594,1999979
1765055639921755034,2000000
1765055639941958631,2000000
1765055639962170708,1999979
1765055639982362167,2000000
1765055640002555652,1999979
1765055640022742883,2000000
1765055640042916371,2000000
1765055640063119750,2000020
1765055640083324037,2000020
1765055640103529886,2000000
1765055640123725385,2000000
