ts_ns,freq_khz
1765055705298253246,1994786
1765055705318661413,2000020
1765055705338875994,2000000
1765055705359096965,2000040
1765055705379303124,1999979
1765055705399503267,2000000
1765055705419892750,2000020
1765055705440132129,2000000
1765055705460318841,2000000
1765055705481955667,2000000
1765055705502154546,1914523
1765055705522356688,2000020
1765055705542555064,2000020
1765055705562773275,1999979
1765055705582957268,2000000
1765055705603148619,1999979
1765055705623336882,1999979
1765055705643536947,2000000
1765055705663746311,2000000
1765055705683959125,1999979
1765055705704170006,2000000
1765055705724390757,1999979
1765055705744593114,2000000
1765055705764789448,2000000
1765055705784957710,2000000
1765055705805147523,1999979
1765055705825333350,2000000
1765055705845537593,2000000
